image_path,ground_truth_class,predicted_class,confidence,is_correct,predicted_rank_of_gt,reciprocal_rank
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 10 Batik Tiepuk (Njunjung Derajat Gemah Ripah).jpg,Trenggalek,trenggalek,0.3974435031414032,1,1,1.0
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 10 Gedagan Daun Anggur.jpg,Lamongan,lamongan,0.9601885080337524,1,1,1.0
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 30 Batik Kantil (Bunga Sepatu dan Isen-isen).jpg,Malang,malang,0.5511868596076965,1,1,1.0
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Azyfa_35241420060307_Bandeng Lele Krisan Pompom_2025_FLORA_FAUNA.jpg,Lamongan,lamongan,0.9712463617324829,1,1,1.0
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 17 Sendang Dhuwur.jpg,Lamongan,trenggalek,0.9240617752075195,0,2,0.5
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Baronggung (Jahewono).jpg,Tulungagung,lamongan,0.32806625962257385,0,2,0.5
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 3 Bandeng Lele Enceng Gondok.jpg,Lamongan,lamongan,0.7141502499580383,1,1,1.0
"/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 14 Batik Lana (Bambu, Ikan dan Topeng).jpg",Malang,malang,0.884295642375946,1,1,1.0
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Soendari (Sekartaji Bonpring).jpg,Malang,malang,0.5576198697090149,1,1,1.0
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 6 Singo Mengkok Melati.jpg,Lamongan,lamongan,0.7041702270507812,1,1,1.0
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Rahayu (Bledak Bouket).jpg,Trenggalek,trenggalek,0.9300011992454529,1,1,1.0
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/FC Data 3 Bandeng Lele Kawung Mlaten.jpg,Lamongan,trenggalek,0.5121736526489258,0,2,0.5
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 15 Pager Ayu.jpg,Lamongan,lamongan,0.5170618891716003,1,1,1.0
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Krajan (Parang Garudeya Truntum).jpg,Malang,lamongan,0.830819308757782,0,2,0.5
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 7 Batik Blimbing (Lituhaya Prameswari Singasari).jpg,Malang,trenggalek,0.7080726027488708,0,3,0.3333333333333333
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 13 Kipas Siup.jpg,Lamongan,lamongan,0.7658753991127014,1,1,1.0
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 22 Batik Wagastu (Panen Jeruk).jpg,Malang,trenggalek,0.5775820016860962,0,2,0.5
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 26 Batik Kantil (Kamalini Buana).jpg,Malang,malang,0.9104912281036377,1,1,1.0
