image_path,reference,prediction,ground_truth_class,predicted_class,dinov2_class,dinov2_confidence,motif_mentioned,used_prompt_mode,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 3 Pisang Setandon.jpg,"The batik fabric features the Lamongan motif, characterized by turquoise, black, white motifs. The dominant motifs include banana. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by green, white, and brown motifs. The dominant motif elements appear as stylized flowers with leaves, some resembling passionflowers. These motifs are arranged in a scattered pattern across the fabric, with varying densities and orientations. Small white dots and thin white lines act as isen-isens, adding texture and detail to the design.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 26 Batik Rahayu (Sido Mukti Rahayu).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate sogan motifs. The dominant motifs include orchid flowers, cloves and sido mukti motif. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features diamond-shaped motifs, characterized by red, black, and white motifs. The dominant motif elements appear as small dots and interconnected lines forming intricate geometric patterns. These motifs are arranged in a repeating grid pattern across the fabric, with consistent spacing and density. The orientation of the motifs is primarily horizontal and vertical, creating a structured yet dynamic design.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 13 Batik Wagastu (Sayap Rona Harapan).jpg,"The batik fabric features the Malang motif, characterized by brick red, chocolate motifs. The dominant motifs include mango tree and sparrows. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features circular motifs, characterized by red, blue, white, and black motifs. The dominant motif elements appear as small circles with intricate designs inside, resembling stylized flowers or abstract shapes. These motifs are arranged in a repeating pattern across the fabric, creating a dense yet organized layout that covers much of the surface area. The spacing between the motifs is relatively uniform, ensuring a consistent appearance throughout the piece.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 17 Batik Rahayu (Gringsing Satrio Manah).jpg,"The batik fabric features the Trenggalek motif, characterized by green motifs. The dominant motifs include satrio manah. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features diamond-shaped motifs, characterized by black, brown, and beige motifs. The dominant motif elements appear as stylized leaves and geometric shapes. These motifs are arranged in a repeating grid pattern, spaced evenly apart and oriented diagonally across the fabric. Small dots and short lines are interspersed between the larger motifs, adding texture and detail to the design.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 8 Singo Mengkok Kembang Brokoli.jpg,"The batik fabric features the Lamongan motif, characterized by dark blue, light blue, black motifs. The dominant motifs include singo mengkok and cauliflower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by blue, black, and white motifs. The dominant motif elements include stylized flowers and leaves. These motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented horizontally. Small dots are interspersed between the larger floral designs, adding texture to the overall pattern.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 20 Batik Kantil (Bangau).jpg,"The batik fabric features the Malang motif, characterized by dark blue motifs. The dominant motifs include stork and chrysanthemum flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by white motifs against a deep blue background. The dominant motif elements appear as intricate petal-like shapes and circular designs, interspersed with smaller dots and lines that act as isen-isens. These motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced layout. The spacing between the motifs varies slightly but remains consistent throughout, ensuring a harmonious overall design.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Tiepuk (Parang Kawung Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, black motifs. The dominant motifs include clove plant flora. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features diagonal geometric motifs, characterized by white and dark brown motifs. The dominant motif elements appear as interconnected diamond shapes and straight lines forming a grid-like pattern. These motifs are arranged diagonally across the fabric, creating a sense of movement and rhythm. The spacing between the motifs varies slightly but remains relatively consistent, ensuring a balanced distribution throughout the design.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Wagastu (Sayap Sulur Kopi).jpg,"The batik fabric features the Malang motif, characterized by chocolate, green motifs. The dominant motifs include coffee plant, sulur and bird wings. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features leafy motifs, characterized by green, brown, and white motifs. The dominant motif elements appear as elongated leaves and small buds scattered throughout the fabric. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a natural, flowing appearance. Isen-isen, represented by small dots and short lines, fills the spaces between larger motifs, adding texture and detail to the overall design.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 15 Batik Rahayu (Koi Keberuntungan).jpg,"The batik fabric features the Trenggalek motif, characterized by green, blue motifs. The dominant motifs include clove, teratai and koi fish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features fish motifs, characterized by blue, green, and white motifs. The dominant motif elements include fish and circular patterns resembling water lilies. These motifs are arranged in a repeating grid pattern across the fabric, with moderate spacing between each element. Small dots and short lines are interspersed among the larger motifs, adding texture to the design.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 6 Melati Deret.jpg,"The batik fabric features the Lamongan motif, characterized by orange, brown, white motifs. The dominant motifs include jasmine. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features small dot motifs, characterized by red, black, and white motifs. The dominant motif elements appear as small circular dots scattered throughout the fabric. These dots are arranged in a repeating grid pattern, creating a dense yet uniform texture. The spacing between the dots is consistent, and they are oriented horizontally and vertically, forming a structured layout that covers the entire surface of the fabric.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Krajan (Truntum Garudeya).jpg,"The batik fabric features the Malang motif, characterized by black, white motifs. The dominant motifs include flower and ガルデヤ. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by white, brown, and black motifs. The dominant motif elements include fern plants and leaves. These motifs are arranged in a symmetrical pattern across the fabric, with dense spacing and vertical orientation. Small dots, likely isen-isen, are also visible throughout the background.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 14 Batik Blimbing (Ista Malang Kucecwara Gunungan).jpg,"The batik fabric features the Malang motif, characterized by crimson, white motifs. The dominant motifs include malang monument, tapak batu and fire. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features tree-like motifs, characterized by white motifs against a dark background. The dominant motif elements appear as stylized trees with star-shaped tops. These motifs are arranged in a repeating pattern down the length of the fabric, spaced evenly apart and oriented vertically. Small dots and lines are interspersed between the main motifs, adding texture to the design.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 17 Batik Kantil (Mak-mak Mbois).jpg,"The batik fabric features the Malang motif, characterized by black, red motifs. The dominant motifs include cempaka putih. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by red, orange, and green motifs. The dominant motif elements appear as stylized flowers with petal-like extensions radiating outward from central points. These motifs are arranged in a scattered pattern across the fabric, with varying densities and orientations. Some areas have more closely spaced motifs, while others feature larger gaps between them. There are no clearly visible isen-isens or other filler elements within this particular section of the batik.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 1 Bandeng Lele Watu Cacah.jpg,"The batik fabric features the Lamongan motif, characterized by dark blue, turquoise, red, white motifs. The dominant motifs include milkfish and catfish and cracked stone. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by red, blue, and green motifs. The dominant motif elements appear as stylized flowers with intricate petal details. These motifs are arranged in a repeating grid pattern across the fabric, spaced evenly apart and oriented randomly but consistently throughout the design. Small dots and short lines are interspersed between the larger floral motifs, adding texture and depth to the overall pattern.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061005_ Anggrek Sulur_2025_FLORA_CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by blue, light brown motifs. The dominant motifs include orchid and tendrils. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by blue, brown, and white motifs. The dominant motif elements include stylized flowers and swirling vines. These motifs are arranged in a repeating pattern across the fabric, with moderate spacing and varying densities. Small dots and short lines are interspersed between the larger motifs, adding texture to the design.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 25 Batik Tiepuk (Sekar Jagad Abstrak).jpg,"The batik fabric features the Trenggalek motif, characterized by red, pink motifs. The dominant motifs include clove plant flora and bird fauna..... The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features swirling floral motifs, characterized by red, black, and white motifs. The dominant motif elements include stylized flowers and leaves, as well as abstract curvilinear designs. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic flow across the fabric. Isen-isen, small dots and short lines, are interspersed throughout, adding texture and detail to the design.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 3 Sepyur Daun Melati.jpg,"The batik fabric features the Lamongan motif, characterized by pitch black, blue, golden brown motifs. The dominant motifs include jasmine leaves. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features small dot motifs, characterized by orange, white, red, and black motifs. The dominant motif elements appear as small dots scattered throughout the fabric. These dots are densely packed but evenly distributed, creating a repeating pattern that covers the entire surface. The fabric also includes some larger, more intricate designs at the bottom edge, which add depth to the overall pattern.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Tiepuk (Kapur Sirih).jpg,"The batik fabric features the Trenggalek motif, characterized by dark red, yellow motifs. The dominant motifs include lime betel plant flora and cultural monument culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by red, white, and yellow motifs. The dominant motif elements include leaves and flowers. These motifs are arranged in a non-geometric pattern, with varying densities and orientations throughout the fabric. Small dots and short lines are interspersed among the larger motifs, adding texture and detail.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Kantil (Love Bird dan Kamboja).jpg,"The batik fabric features the Malang motif, characterized by bright purple, red motifs. The dominant motifs include love bird and frangipani flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by vibrant reds, yellows, and greens. The dominant motif elements include blossoms and leaves, arranged in a scattered yet dense pattern across the fabric. The motifs appear randomly distributed but maintain a consistent spacing that allows for clear visibility of each element. There are no isen-isens or other decorative fillers visible on this particular section of the fabric.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Tiepuk Malang (Gemah Ripah Jahe Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by orange, black motifs. The dominant motifs include flora of ginger plants, cloves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features wavy line motifs, characterized by orange, black, and white motifs. The dominant motif elements appear as elongated, flowing lines that resemble waves or serpentine forms. These motifs are arranged in a repeating pattern across the fabric, spaced evenly but with varying densities where some areas have more concentrated lines than others. Shorter lines and small dots act as isen-isens, filling gaps between larger wave motifs.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Rahayu (Parang Barong).jpg,"The batik fabric features the Trenggalek motif, characterized by sogan chocolate motifs. The dominant motifs include machete. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features diagonal geometric motifs, characterized by black, white, and orange motifs. The dominant motif elements appear as stylized curves and lines that form intricate patterns. These motifs are arranged diagonally across the fabric, creating a sense of movement and rhythm. The spacing between the motifs varies slightly but remains relatively consistent, ensuring a balanced and harmonious design.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Hamparan Rintik (Daun Waru dan Hujan).jpg,"The batik fabric features the Malang motif, characterized by grapes motifs. The dominant motifs include flame tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features leaf-like motifs, characterized by white motifs against a maroon background. The dominant motif elements include stylized leaves and small dots. The motifs are arranged in a repeating pattern across the fabric, with varying densities and orientations that create a dynamic yet balanced design. Isen-isen, represented by small dots and short lines, fills some spaces between larger motifs, adding texture and detail to the overall pattern.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Kantil (Sekar Jagad).jpg,"The batik fabric features the Malang motif, characterized by purple, white motifs. The dominant motifs include white champaka, bunga sepatu and machete, truntum, kawung. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features hexagonal motifs, characterized by white motifs against a deep purple background. The dominant motif elements include cross-hatched squares and small floral designs. These motifs are arranged in a repeating pattern across the fabric, with moderate spacing and varying densities that create an intricate texture. Isen-isen, represented as small dots and short lines, fills the spaces between larger motifs, enhancing the overall complexity of the design.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/FC Data 2 Bandeng Lele Krisan KLecubung.jpg,"The batik fabric features the Lamongan motif, characterized by black, red motifs. The dominant motifs include milkfish and catfish and chrysanthemum and datura. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by red and white motifs. The dominant motif elements include stylized flowers and leaves. These motifs are arranged in a repeating pattern across the fabric, with small dots and short lines interspersed between larger motifs, creating a dense yet balanced design.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Hamparan Rintik (Teratai Senja).jpg,"The batik fabric features the Malang motif, characterized by violet, boysenberries motifs. The dominant motifs include lotus. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by white motifs against a deep red background. The dominant motif elements include lotus flowers, leaves, and abstract floral designs. These motifs are arranged in a repeating pattern across the fabric, with some elements appearing more densely clustered than others. Small dots and short lines act as isen-isens, adding texture and detail between larger motifs.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Blimbing (Balai Kota Malang).jpg,"The batik fabric features the Malang motif, characterized by bright red, brown motifs. The dominant motifs include lotus and malang monument, balai kota malang. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by pink, brown, and black motifs. The dominant motif elements include stylized flowers and leaves. These motifs are arranged in a repeating pattern across the fabric, spaced evenly and oriented vertically along the left side. Small dots and short lines are interspersed between the larger floral designs, adding texture and detail to the overall pattern.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 10 Kipas Bunga Sepatu.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include hibiscus and folding fan. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by red, black, and white motifs. The dominant motif elements include blossoms and leaves. These motifs are arranged in a repeating grid pattern, with moderate spacing between each element. The arrangement appears symmetrical along both horizontal and vertical axes, creating a balanced and harmonious design.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 29 Batik Rahayu (Udan Liris).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, black motifs. The dominant motifs include rainy nature. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features diagonal geometric motifs, characterized by black, gold, and white motifs. The dominant motif elements appear as interconnected diamond shapes and linear patterns. These motifs are arranged diagonally across the fabric, creating a sense of movement and rhythm. The spacing between the motifs varies slightly but remains relatively consistent, allowing for a balanced distribution throughout the design.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 4 Batik Bengkel (Catur Padma Kahuripan).jpg,"The batik fabric features the Malang motif, characterized by white, black motifs. The dominant motifs include lotus. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by black, white, and purple motifs. The dominant motif elements appear as stylized flowers with intricate petal details. These floral designs are arranged in a scattered pattern across the fabric, with varying densities and orientations that create a dynamic visual flow. Small dots and short lines are interspersed between the larger floral motifs, adding texture and depth to the overall design.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Kantil (Keong).jpg,"The batik fabric features the Malang motif, characterized by navy blue, navy blue, bright blue motifs. The dominant motifs include cempaka putih and snail. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features circular motifs, characterized by blue, green, yellow, and pink motifs. The dominant motif elements include stylized flowers and leaves. These motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented horizontally. There are no isen-isen visible in this image.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Wagastu (Batik Musim Gugur).jpg,"The batik fabric features the Malang motif, characterized by red, turquoise motifs. The dominant motifs include mango tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features elongated, serpentine motifs, characterized by red, yellow, green, and black motifs. The dominant motif elements appear as stylized snakes with vibrant heads and tails. These motifs are arranged diagonally across the fabric, creating a dynamic pattern that repeats consistently throughout the piece. The spacing between the motifs is relatively uniform, ensuring a balanced distribution across the entire surface.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060107_Bandeng Lele Daun Imbo_2025_FLORA.jpg,"The batik fabric features the Lamongan motif, characterized by army green, grey motifs. The dominant motifs include neem leaves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features swirling motifs, characterized by green, pink, and orange motifs. The dominant motif elements appear as stylized leaves and vines. These motifs are arranged in a repeating pattern across the fabric, spaced evenly but densely packed together, creating a vibrant and intricate design. Small dots and lines are interspersed between the larger motifs, adding texture and detail to the overall pattern.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 2 Merak Latohan Kombinasi.jpg,"The batik fabric features the Lamongan motif, characterized by black, brown motifs. The dominant motifs include peacock. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by gold, black, and white motifs. The dominant motif elements include intricate flowers and leaves, as well as small dots that act as isen-isens. These motifs are arranged in a non-geometric pattern, scattered densely across the fabric, creating a vibrant yet organic appearance.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 2 Patran Pakis.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include fern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features leafy motifs, characterized by dark red, light pink, and white motifs. The dominant motif elements appear as stylized leaves with intricate details. These motifs are arranged in a repeating pattern across the fabric, spaced evenly apart but densely packed together. Small white dots are interspersed between the larger motifs, adding texture to the design.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060102_Kepet Bandeng Lele_2025_CULTURE_FAUNA.jpg,"The batik fabric features the Lamongan motif, characterized by black, red motifs. The dominant motifs include kepet and milkfish and catfish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by red, white, and black motifs. The dominant motif elements include flowers, leaves, and small dots. These motifs are arranged in a repeating grid pattern, spaced evenly throughout the fabric, creating a dense yet balanced design.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 1 Bandeng Lele dalam Kolam.jpg,"The batik fabric features the Lamongan motif, characterized by red, orange, black motifs. The dominant motifs include milkfish and catfish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features floral motifs, characterized by red, black, and white motifs. The dominant motif elements include flowers and birds. These motifs are arranged in a repeating grid pattern, spaced evenly apart and oriented horizontally along the length of the fabric. Small dots are also visible as isen-isen, adding texture to the design.",Lamongan,UNKNOWN,,,False,no_class,
