image_path,reference,prediction,ground_truth_class,predicted_class,dinov2_class,dinov2_confidence,motif_mentioned,used_prompt_mode,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 13 Batik Wagastu (Sayap Rona Harapan).jpg,"The batik fabric features the Malang motif, characterized by brick red, chocolate motifs. The dominant motifs include mango tree and sparrows. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, white, blue, and black motifs. the dominant motif elements appear to be abstract shapes resembling leaves or feathers, interspersed with small circular designs that resemble flowers or buds. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced layout. the spacing between the motifs varies slightly but remains relatively consistent throughout the design, ensuring a harmonious overall appearance.",Malang,malang,malang,0.8463723659515381,True,hard,0.8463723659515381
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 17 Batik Rahayu (Gringsing Satrio Manah).jpg,"The batik fabric features the Trenggalek motif, characterized by green motifs. The dominant motifs include satrio manah. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by black motifs against a light brown background. the dominant motif elements appear to be geometric shapes and possibly some abstract forms resembling leaves or flowers. these motifs are arranged in a repeating grid pattern, creating a dense and intricate design that covers the entire surface of the fabric. small dots and short lines can also be seen interspersed within the larger motifs, adding texture and detail to the overall composition.",Trenggalek,trenggalek,trenggalek,0.6381943225860596,True,hard,0.6381943225860596
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 8 Singo Mengkok Kembang Brokoli.jpg,"The batik fabric features the Lamongan motif, characterized by dark blue, light blue, black motifs. The dominant motifs include singo mengkok and cauliflower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by blue, black, and white motifs. the dominant motif elements appear to be stylized flowers and leaves, interspersed with small dots that act as isen-isens. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. the motifs are oriented vertically along some sections but horizontally elsewhere, suggesting a dynamic arrangement rather than strict symmetry.",Lamongan,lamongan,lamongan,0.9061524868011475,True,hard,0.9061524868011475
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 20 Batik Kantil (Bangau).jpg,"The batik fabric features the Malang motif, characterized by dark blue motifs. The dominant motifs include stork and chrysanthemum flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by blue motifs. the dominant motif elements appear to be abstract floral designs and small circular patterns resembling stars or snowflakes. these motifs are arranged in a repeating grid pattern across the fabric, creating a dense yet structured appearance. the spacing between the motifs is relatively consistent, and they are oriented horizontally and vertically, forming a uniform layout that covers the entire surface of the fabric.",Malang,malang,malang,0.7450019121170044,True,hard,0.7450019121170044
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Tiepuk (Parang Kawung Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, black motifs. The dominant motifs include clove plant flora. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by white motifs against a darker background. the dominant motif elements appear to be geometric shapes, including star-like figures and small circular designs. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that repeats consistently throughout. the spacing between the motifs varies slightly but remains relatively uniform, ensuring a balanced distribution across the entire surface.",Trenggalek,trenggalek,trenggalek,0.9874938130378723,True,hard,0.9874938130378723
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Wagastu (Sayap Sulur Kopi).jpg,"The batik fabric features the Malang motif, characterized by chocolate, green motifs. The dominant motifs include coffee plant, sulur and bird wings. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, yellow, and white motifs. the dominant motif elements appear to be abstract leaf-like forms and possibly small dots or fillers. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. the leaves seem to flow horizontally along the length of the fabric, while the small dots are interspersed throughout, adding texture and detail.",Malang,malang,malang,0.6275090575218201,True,hard,0.6275090575218201
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 15 Batik Rahayu (Koi Keberuntungan).jpg,"The batik fabric features the Trenggalek motif, characterized by green, blue motifs. The dominant motifs include clove, teratai and koi fish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by blue, yellow, and black motifs. the dominant motif elements appear to be stylized birds and abstract floral designs. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced layout that covers much of the surface area. there are no clear signs of isen-isens or other decorative fillers within this particular section of the batik.",Trenggalek,trenggalek,trenggalek,0.8530349731445312,True,hard,0.8530349731445312
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 6 Melati Deret.jpg,"The batik fabric features the Lamongan motif, characterized by orange, brown, white motifs. The dominant motifs include jasmine. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by deep red motifs. the dominant motif elements appear to be small, intricate designs that resemble traditional indonesian patterns. these motifs are arranged in a repeating grid pattern across the fabric, creating a dense and uniform appearance. the spacing between the motifs is consistent, and they are oriented horizontally and vertically, forming a structured and orderly design.",Lamongan,trenggalek,trenggalek,0.8463122248649597,False,hard,0.8463122248649597
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Krajan (Truntum Garudeya).jpg,"The batik fabric features the Malang motif, characterized by black, white motifs. The dominant motifs include flower and ガルデヤ. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, white, red, and gold motifs. the dominant motif elements include fern plants and a central figure resembling a bird or phoenix. these motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. small dots and short lines are interspersed throughout the fabric, adding texture and detail to the overall composition.",Malang,malang,malang,0.9389978647232056,True,hard,0.9389978647232056
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 14 Batik Blimbing (Ista Malang Kucecwara Gunungan).jpg,"The batik fabric features the Malang motif, characterized by crimson, white motifs. The dominant motifs include malang monument, tapak batu and fire. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by deep purple motifs. the dominant motif elements include intricate floral patterns and geometric shapes. these motifs are arranged in a repeating grid pattern, with varying densities and orientations that create a dynamic visual effect. small dots and short lines are interspersed throughout the design, adding texture and detail to the overall composition.",Malang,malang,malang,0.8894149661064148,True,hard,0.8894149661064148
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 17 Batik Kantil (Mak-mak Mbois).jpg,"The batik fabric features the Malang motif, characterized by black, red motifs. The dominant motifs include cempaka putih. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, red, yellow, and blue motifs. the dominant motif elements appear to be stylized human figures and star-like shapes. these motifs are arranged in a repeating pattern across the fabric, with some figures spaced apart while others cluster more closely together. there are no clear signs of isen-isens or other decorative fillers within this particular section of the batik.",Malang,malang,malang,0.5282307267189026,True,hard,0.5282307267189026
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 1 Bandeng Lele Watu Cacah.jpg,"The batik fabric features the Lamongan motif, characterized by dark blue, turquoise, red, white motifs. The dominant motifs include milkfish and catfish and cracked stone. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, blue, teal, and black motifs. the dominant motif elements appear to be stylized flowers and leaves. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented randomly but consistently throughout the design. small dots and short lines can also be seen interspersed between the larger motifs, adding texture and detail to the overall pattern.",Lamongan,malang,malang,0.8690338134765625,False,hard,0.8690338134765625
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061005_ Anggrek Sulur_2025_FLORA_CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by blue, light brown motifs. The dominant motifs include orchid and tendrils. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, blue, and brown motifs. the dominant motif elements appear to be abstract floral designs and swirling lines. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced layout that covers much of the surface area. small dots and short lines are interspersed among the larger motifs, adding texture and detail to the design.",Lamongan,lamongan,lamongan,0.9452335238456726,True,hard,0.9452335238456726
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 25 Batik Tiepuk (Sekar Jagad Abstrak).jpg,"The batik fabric features the Trenggalek motif, characterized by red, pink motifs. The dominant motifs include clove plant flora and bird fauna..... The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by red, black, and white motifs. the dominant motif elements include stylized leaves, flowers, and abstract shapes. these motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. small dots and lines are interspersed throughout, adding texture and detail to the overall composition.",Trenggalek,trenggalek,trenggalek,0.8336138129234314,True,hard,0.8336138129234314
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 3 Sepyur Daun Melati.jpg,"The batik fabric features the Lamongan motif, characterized by pitch black, blue, golden brown motifs. The dominant motifs include jasmine leaves. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, white, red, and orange motifs. the dominant motif elements appear to be small flowers and possibly some abstract shapes resembling leaves or petals. these motifs are arranged in a repeating grid pattern across the fabric, with moderate spacing between each element. the overall arrangement suggests a dense yet orderly layout, typical of the lamongan style.",Lamongan,lamongan,lamongan,0.9401201009750366,True,hard,0.9401201009750366
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Tiepuk (Kapur Sirih).jpg,"The batik fabric features the Trenggalek motif, characterized by dark red, yellow motifs. The dominant motifs include lime betel plant flora and cultural monument culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by black, red, yellow, and white motifs. the dominant motif elements include stylized leaves and flowers. these motifs are arranged in a repeating pattern along one edge of the fabric, creating a dense and continuous design that spans horizontally. small dots and short lines act as isen-isens, adding texture and detail between the larger motifs.",Trenggalek,trenggalek,trenggalek,0.43070656061172485,True,hard,0.43070656061172485
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Kantil (Love Bird dan Kamboja).jpg,"The batik fabric features the Malang motif, characterized by bright purple, red motifs. The dominant motifs include love bird and frangipani flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by vibrant pink, orange, yellow, and blue motifs. the dominant motif elements include stylized flowers and birds, interspersed with small dots that act as isen-isens. these motifs are arranged in a non-geometric pattern, with varying densities and orientations throughout the fabric. the flowers appear densely clustered in some areas while more scattered in others, creating a dynamic and lively appearance.",Malang,malang,malang,0.6701887249946594,True,hard,0.6701887249946594
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Tiepuk Malang (Gemah Ripah Jahe Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by orange, black motifs. The dominant motifs include flora of ginger plants, cloves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by orange, black, and white motifs. the dominant motif elements appear to be abstract wavy lines and small circular designs scattered throughout. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced layout that covers the entire surface. there are no clear signs of isen-isens within this particular section of the batik.",Trenggalek,trenggalek,trenggalek,0.9754126071929932,True,hard,0.9754126071929932
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Rahayu (Parang Barong).jpg,"The batik fabric features the Trenggalek motif, characterized by sogan chocolate motifs. The dominant motifs include machete. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the parang motif, characterized by black, white, and gold motifs. the dominant motif elements appear to be elongated, flowing forms that resemble stylized leaves or vines. these motifs are arranged diagonally across the fabric, creating a dynamic pattern with varying densities and spacings between each element. small dots and short lines can also be seen interspersed among the larger motifs, adding texture and detail to the design.",Trenggalek,parang,parang,0.870910108089447,False,hard,0.870910108089447
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Hamparan Rintik (Daun Waru dan Hujan).jpg,"The batik fabric features the Malang motif, characterized by grapes motifs. The dominant motifs include flame tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by white motifs against a maroon background. the dominant motif elements include stylized leaves and small dots. these motifs are arranged in a repeating pattern across the fabric, with some areas showing denser clustering than others. the spacing between the motifs varies slightly but generally maintains a consistent rhythm throughout the design.",Malang,malang,malang,0.8849102854728699,True,hard,0.8849102854728699
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Kantil (Sekar Jagad).jpg,"The batik fabric features the Malang motif, characterized by purple, white motifs. The dominant motifs include white champaka, bunga sepatu and machete, truntum, kawung. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by deep purple motifs. the dominant motif elements include intricate geometric shapes such as diamonds and crosses, along with small floral patterns. these motifs are arranged in a repeating grid pattern, creating a dense and uniform design across the fabric. isen-isen, represented by tiny white dots, fills the spaces between larger motifs, adding texture and detail to the overall composition.",Malang,malang,malang,0.7693686485290527,True,hard,0.7693686485290527
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/FC Data 2 Bandeng Lele Krisan KLecubung.jpg,"The batik fabric features the Lamongan motif, characterized by black, red motifs. The dominant motifs include milkfish and catfish and chrysanthemum and datura. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, red, and white motifs. the dominant motif elements include star-like shapes and floral patterns. these motifs are arranged in a repeating grid pattern, spaced evenly apart and oriented horizontally and vertically. small dots and short lines act as isen-isens, filling the spaces between larger motifs.",Lamongan,lamongan,lamongan,0.9430640935897827,True,hard,0.9430640935897827
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Hamparan Rintik (Teratai Senja).jpg,"The batik fabric features the Malang motif, characterized by violet, boysenberries motifs. The dominant motifs include lotus. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by white motifs against a maroon background. the dominant motif elements include stylized flowers, leaves, and abstract shapes resembling waves or petals. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced layout that spans horizontally from left to right. small dots and short lines act as isen-isens, adding texture and detail between larger motifs.",Malang,malang,malang,0.7292514443397522,True,hard,0.7292514443397522
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Blimbing (Balai Kota Malang).jpg,"The batik fabric features the Malang motif, characterized by bright red, brown motifs. The dominant motifs include lotus and malang monument, balai kota malang. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by pink, brown, and black motifs. the dominant motif elements include stylized buildings resembling traditional indonesian architecture, along with intricate floral designs and geometric patterns. these motifs are arranged vertically down the left side of the fabric, spaced evenly apart but densely packed near the center. small dots and short lines act as isen-isens, filling gaps between larger motifs.",Malang,malang,malang,0.9701677560806274,True,hard,0.9701677560806274
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 10 Kipas Bunga Sepatu.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include hibiscus and folding fan. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, red, and white motifs. the dominant motif elements include stylized birds and floral patterns. these motifs are arranged in a repeating grid pattern, with each element spaced evenly apart and oriented horizontally along the fabric's length. small dots and short lines act as isen-isens, filling gaps between larger motifs.",Lamongan,lamongan,lamongan,0.9785065054893494,True,hard,0.9785065054893494
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 29 Batik Rahayu (Udan Liris).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, black motifs. The dominant motifs include rainy nature. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by black, gold, and white motifs. the dominant motif elements appear to be geometric shapes and possibly some abstract forms resembling leaves or vines. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that alternates between dense clusters and more open spaces. small dots and short lines are interspersed throughout, adding texture and detail to the design.",Trenggalek,trenggalek,trenggalek,0.9912822246551514,True,hard,0.9912822246551514
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 4 Batik Bengkel (Catur Padma Kahuripan).jpg,"The batik fabric features the Malang motif, characterized by white, black motifs. The dominant motifs include lotus. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, white, and purple motifs. the dominant motif elements include geometric shapes such as squares and circles, along with stylized lotus flowers. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. small dots and short lines act as isen-isens, adding texture and detail to the overall composition.",Malang,malang,malang,0.7479203939437866,True,hard,0.7479203939437866
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Kantil (Keong).jpg,"The batik fabric features the Malang motif, characterized by navy blue, navy blue, bright blue motifs. The dominant motifs include cempaka putih and snail. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by deep blue, light teal, and vibrant pink motifs. the dominant motif elements include stylized flowers, leaves, and abstract shapes. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design that covers much of the surface area. there are no isen-isens visible in this particular section of the batik.",Malang,malang,malang,0.6953608989715576,True,hard,0.6953608989715576
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Wagastu (Batik Musim Gugur).jpg,"The batik fabric features the Malang motif, characterized by red, turquoise motifs. The dominant motifs include mango tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, yellow, black, and white motifs. the dominant motif elements appear to be stylized leaves and possibly abstracted animal forms. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that repeats consistently throughout. there are no isen-isens or other decorative elements visible on this particular section of the batik.",Malang,malang,malang,0.8266487717628479,True,hard,0.8266487717628479
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060107_Bandeng Lele Daun Imbo_2025_FLORA.jpg,"The batik fabric features the Lamongan motif, characterized by army green, grey motifs. The dominant motifs include neem leaves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by brown, pink, and green motifs. the dominant motif elements appear to be stylized leaves and possibly small flowers. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design. the spacing between the motifs is relatively consistent, and they are oriented vertically along the length of the fabric.",Lamongan,lamongan,lamongan,0.6897334456443787,True,hard,0.6897334456443787
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 2 Merak Latohan Kombinasi.jpg,"The batik fabric features the Lamongan motif, characterized by black, brown motifs. The dominant motifs include peacock. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by gold motifs against a black background. the dominant motif elements appear to be intricate floral patterns intertwined with small dots and short lines that act as fillers between larger designs. these motifs are densely packed but arranged in a somewhat random pattern, creating a complex yet harmonious overall design.",Lamongan,lamongan,lamongan,0.9909219145774841,True,hard,0.9909219145774841
