image_path,reference,prediction,motif_mentioned,used_prompt_mode,ground_truth_class,predicted_class,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 3 Pisang Setandon.jpg,"The batik fabric features the Lamongan motif, characterized by turquoise, black, white tones. The main motifs include banana, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a light teal background and white motifs. The main motifs consist of stylized flowers with five petals each, outlined in white and filled with dark brown centers. These floral designs are interspersed with smaller, simpler shapes resembling leaves or buds, also outlined in white but filled with a lighter shade of brown. The 'isen-isen', which fills the spaces between the larger motifs, consists of small, evenly spaced dots that create a subtle texture across the fabric. The overall pattern arrangement follows a grid-like structure, with the floral motifs distributed evenly throughout the surface, creating a harmonious",True,hard,Lamongan,lamongan,0.42715272307395935
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 26 Batik Rahayu (Sido Mukti Rahayu).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate sogan tones. The main motifs include orchid flowers, cloves and sido mukti motif, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by a red background and black motifs. The main motifs consist of diamond-shaped patterns with pointed ends, resembling stylized eyes or teardrops. These diamonds are interspersed with smaller, intricate designs that fill the spaces between them, creating a dense and complex pattern. The layout follows a grid-like arrangement, with rows of these diamond shapes running horizontally across the fabric, intersecting at right angles to form a crisscross pattern.",True,hard,Trenggalek,trenggalek,0.9570402503013611
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 13 Batik Wagastu (Sayap Rona Harapan).jpg,"The batik fabric features the Malang motif, characterized by brick red, chocolate tones. The main motifs include mango tree and sparrows, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a brown background and red, white, blue, and black motifs. The main motifs consist of stylized flowers or leaves with a central red petal surrounded by white petals, and smaller blue and black details within each flower. The 'isen-isen', which fills the spaces between these larger motifs, appears to be a series of small, interconnected shapes resembling dots or small circles in various colors including white, red, and blue. The layout/pattern arrangement follows a symmetrical design, with the larger motifs arranged in a grid-like pattern across the fabric, interspersed with the",True,hard,Malang,malang,0.8463723659515381
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 17 Batik Rahayu (Gringsing Satrio Manah).jpg,"The batik fabric features the Trenggalek motif, characterized by green tones. The main motifs include satrio manah, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by a reddish-brown background and black motifs. The main motifs consist of diamond-shaped patterns with intricate designs inside them, including star-like figures and other geometric shapes. These diamonds are arranged in a grid-like pattern across the fabric. The spaces between these diamond shapes are filled with smaller, interconnected shapes known as 'isen-isen,' which form a continuous network throughout the entire design.",True,hard,Trenggalek,trenggalek,0.6381943225860596
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 8 Singo Mengkok Kembang Brokoli.jpg,"The batik fabric features the Lamongan motif, characterized by dark blue, light blue, black tones. The main motifs include singo mengkok and cauliflower, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a bright blue background and black and white motifs. The main motifs consist of stylized flowers and leaves, intricately designed with flowing lines that give them a dynamic appearance. These floral patterns are interspersed with smaller, more intricate designs known as 'isen-isen,' which fill the spaces between the larger motifs. The layout follows a repeating pattern where each section contains a similar arrangement of these elements, creating a harmonious and balanced overall design across the entire fabric.",True,hard,Lamongan,lamongan,0.9061524868011475
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 20 Batik Kantil (Bangau).jpg,"The batik fabric features the Malang motif, characterized by dark blue tones. The main motifs include stork and chrysanthemum flower, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a deep blue background and white motifs. The main motifs include stylized birds in flight, each depicted with outstretched wings and detailed feather patterns. These birds are interspersed throughout the fabric. The 'isen-isen', or filler designs, consist of intricate circular and star-like patterns that fill the spaces between the larger bird motifs. The overall pattern arrangement creates a harmonious balance across the entire surface, with the birds appearing to float amidst the dense network of smaller geometric designs.",True,hard,Malang,malang,0.7450019121170044
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Tiepuk (Parang Kawung Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, black tones. The main motifs include clove plant flora, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by a dark brown background and white motifs. The main motifs consist of small, intricate star-like shapes arranged in a grid pattern. These stars are filled with smaller, repeating geometric designs that create a dense, textured appearance within each star. The layout of the motifs follows diagonal lines across the fabric, creating a dynamic and visually engaging design.",True,hard,Trenggalek,trenggalek,0.9874938130378723
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Wagastu (Sayap Sulur Kopi).jpg,"The batik fabric features the Malang motif, characterized by chocolate, green tones. The main motifs include coffee plant, sulur and bird wings, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a brown background and green and white motifs. The main motifs consist of elongated, flowing lines that resemble leaves or vines, arranged in parallel rows across the fabric. These lines are filled with smaller, intricate patterns resembling small leaves or buds, creating a dense, textured appearance within each row. The layout follows a symmetrical design, with the green and white motifs alternating along the length of the fabric, bordered by additional decorative elements at the top and bottom edges.",True,hard,Malang,malang,0.6275090575218201
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 15 Batik Rahayu (Koi Keberuntungan).jpg,"The batik fabric features the Trenggalek motif, characterized by green, blue tones. The main motifs include clove, teratai and koi fish, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by a dark blue background and bright green and blue motifs. The main motifs consist of stylized fish, each with a distinct shape that includes a rounded body, a tail fin, and sometimes additional fins or details like eyes and mouths. These fish are interspersed throughout the fabric in various orientations. The 'isen-isen', which fills the spaces between the fish, consists of circular patterns resembling lotus flowers or similar floral designs, also in shades of green and blue. The layout/pattern arrangement appears to be random yet balanced, creating an overall harmonious and lively",True,hard,Trenggalek,trenggalek,0.8530349731445312
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 6 Melati Deret.jpg,"The batik fabric features the Lamongan motif, characterized by orange, brown, white tones. The main motifs include jasmine, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by a deep maroon background and white motifs. The main motifs consist of small, circular shapes arranged in a grid-like pattern across the fabric. These circles are interspersed with smaller, intricate designs that fill the spaces between them, creating a dense and detailed texture. The layout follows a symmetrical design, with the motifs evenly distributed to form a cohesive and visually striking pattern throughout the entire piece.",False,hard,Lamongan,trenggalek,0.8463122248649597
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Krajan (Truntum Garudeya).jpg,"The batik fabric features the Malang motif, characterized by black, white tones. The main motifs include flower and ガルデヤ, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a black background and white motifs. The main motifs include a central figure resembling a bird or phoenix, surrounded by intricate floral patterns in white. These floral patterns extend outward, creating a symmetrical design that frames the central figure. The 'isen-isen', which fills the spaces between the main motifs, consists of small, evenly spaced dots arranged vertically across the entire piece, adding texture and depth to the overall pattern. The layout follows a horizontal banding style, where the vertical 'isen-isen' lines run parallel to each other, enhancing the structured yet flowing appearance of the bat",True,hard,Malang,malang,0.9389978647232056
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 14 Batik Blimbing (Ista Malang Kucecwara Gunungan).jpg,"The batik fabric features the Malang motif, characterized by crimson, white tones. The main motifs include malang monument, tapak batu and fire, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a simetris arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a dark maroon background and white motifs. The main motifs consist of stylized trees or bell-like shapes arranged in a vertical sequence. Each tree motif has a distinct shape with a pointed top and a wider base, resembling traditional Indonesian designs. The 'isen-isen', which fills the spaces between these main motifs, consists of intricate geometric patterns that resemble honeycomb structures, adding depth and complexity to the overall design. The layout follows a symmetrical pattern, with each tree motif separated by the honeycomb-like 'isen-isen'.",True,hard,Malang,malang,0.8894149661064148
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 17 Batik Kantil (Mak-mak Mbois).jpg,"The batik fabric features the Malang motif, characterized by black, red tones. The main motifs include cempaka putih, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a black background and red and orange motifs. The main motifs consist of stylized human figures wearing traditional attire, arranged in a grid-like pattern across the fabric. These figures are interspersed with star-shaped designs filled with smaller petal-like shapes in shades of red and orange, creating a dynamic and visually engaging effect. The layout follows a systematic arrangement where the human figures alternate with the star patterns, maintaining symmetry and balance throughout the design.",True,hard,Malang,malang,0.5282307267189026
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 1 Bandeng Lele Watu Cacah.jpg,"The batik fabric features the Lamongan motif, characterized by dark blue, turquoise, red, white tones. The main motifs include milkfish and catfish and cracked stone, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a dark gray background and red and light blue motifs. The main motifs appear to be stylized flowers or leaves, each composed of multiple smaller shapes that form a larger design. These smaller shapes include circular and petal-like forms, creating intricate patterns within each flower or leaf. The 'isen-isen', which fills the spaces between the main motifs, consists of small, evenly distributed dots in various shades of gray, adding texture and depth to the overall pattern. The layout follows a repeating grid-like structure, ensuring symmetry and balance across the entire fabric.",False,hard,Lamongan,malang,0.8690338134765625
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061005_ Anggrek Sulur_2025_FLORA_CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by blue, light brown tones. The main motifs include orchid and tendrils, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a black background and blue and brown motifs. The main motifs include stylized flowers and leaves, which are outlined in brown and filled with blue. These floral elements are connected by wavy lines that form intricate patterns across the fabric. The 'isen-isen', or filler designs, consist of small dots and star-like shapes scattered throughout the spaces between the larger motifs. The overall pattern arrangement follows a symmetrical design, with the central area featuring more complex floral arrangements surrounded by simpler geometric fillers along the edges.",True,hard,Lamongan,lamongan,0.9452335238456726
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 25 Batik Tiepuk (Sekar Jagad Abstrak).jpg,"The batik fabric features the Trenggalek motif, characterized by red, pink tones. The main motifs include clove plant flora and bird fauna...., with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by a white background and red motifs. The main motifs include swirling patterns resembling leaves or vines, interspersed with smaller geometric shapes like triangles and dots. These motifs are filled with intricate designs such as zigzags, stars, and floral patterns in black ink against the red background. The layout follows a symmetrical design, with the motifs arranged in a balanced manner across the fabric, creating a harmonious and visually appealing pattern.",True,hard,Trenggalek,trenggalek,0.8336138129234314
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 3 Sepyur Daun Melati.jpg,"The batik fabric features the Lamongan motif, characterized by pitch black, blue, golden brown tones. The main motifs include jasmine leaves, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a dark brown background and small white star-like 'isen-isen' motifs. The main motifs include stylized birds in shades of red, orange, and black, interspersed with smaller floral patterns in white and orange. These elements are arranged in a repeating pattern across the entire surface, creating a dense yet harmonious design that covers the entire fabric.",True,hard,Lamongan,lamongan,0.9401201009750366
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Tiepuk (Kapur Sirih).jpg,"The batik fabric features the Trenggalek motif, characterized by dark red, yellow tones. The main motifs include lime betel plant flora and cultural monument culture, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by a black background and red, white, and yellow motifs. The main motifs include stylized leaves and flowers, predominantly in red and white, with some yellow accents. These motifs are arranged along the left side of the fabric, extending from top to bottom. The 'isen-isen', or filler patterns, consist of small circular designs in various shades of red, white, and yellow scattered across the rest of the fabric. The overall pattern arrangement creates a harmonious balance between the detailed trenggalek design on the left and the more evenly distributed 'isen-",True,hard,Trenggalek,trenggalek,0.43070656061172485
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Kantil (Love Bird dan Kamboja).jpg,"The batik fabric features the Malang motif, characterized by bright purple, red tones. The main motifs include love bird and frangipani flower, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a deep purple background and vibrant red and yellow floral motifs. The main motifs consist of stylized flowers with elongated petals in bright red and yellow hues, interspersed with green leaves. These floral patterns are arranged in a scattered yet harmonious manner across the fabric. The 'isen-isen', or filler designs, include smaller blossoms and additional green foliage that complement the larger flower motifs, creating a dense but balanced pattern throughout the entire piece.",True,hard,Malang,malang,0.6701887249946594
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Tiepuk Malang (Gemah Ripah Jahe Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by orange, black tones. The main motifs include flora of ginger plants, cloves, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by an orange background and black spots forming the main motifs. The main motifs consist of elongated, wavy lines that resemble flowing water or serpentine forms, interspersed with small, intricate designs resembling leaves or feathers. These motifs are filled with smaller, repeating patterns known as 'isen-isen,' which include additional black spots and white outlines. The layout/pattern arrangement follows a repetitive, grid-like structure across the entire surface of the fabric, creating a harmonious and visually engaging design.",True,hard,Trenggalek,trenggalek,0.9754126071929932
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Rahayu (Parang Barong).jpg,"The batik fabric features the Trenggalek motif, characterized by sogan chocolate tones. The main motifs include machete, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the parang motif, characterized by a black background and white motifs. The main motifs consist of elongated, curved shapes resembling stylized leaves or waves, arranged in diagonal lines across the fabric. These motifs are filled with smaller, intricate patterns known as 'isen-isen,' which include small dots and additional curves, adding depth to the design. The overall pattern arrangement creates a dynamic and visually engaging effect, with the motifs repeating consistently along the diagonals.",False,hard,Trenggalek,parang,0.870910108089447
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Hamparan Rintik (Daun Waru dan Hujan).jpg,"The batik fabric features the Malang motif, characterized by grapes tones. The main motifs include flame tree, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a deep maroon background and white motifs. The main motifs include stylized leaves in various forms such as elongated ovals and pointed triangles, interspersed with small dots and lines that form part of the 'isen-isen'. These smaller elements fill the spaces between larger leaf patterns, creating a dense yet balanced design. The layout follows a repeating horizontal band pattern across the fabric, with each band containing a series of these motifs arranged in a consistent sequence.",True,hard,Malang,malang,0.8849102854728699
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Kantil (Sekar Jagad).jpg,"The batik fabric features the Malang motif, characterized by purple, white tones. The main motifs include white champaka, bunga sepatu and machete, truntum, kawung, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a deep purple background and white motifs. The main motifs include hexagonal shapes filled with intricate cross-hatching patterns, creating a sense of depth and texture. These hexagons are interspersed with smaller circular and floral designs that fill the spaces between them. The overall pattern arrangement follows a grid-like structure, with each hexagon and circle carefully placed to create a harmonious and balanced design across the entire fabric.",True,hard,Malang,malang,0.7693686485290527
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/FC Data 2 Bandeng Lele Krisan KLecubung.jpg,"The batik fabric features the Lamongan motif, characterized by black, red tones. The main motifs include milkfish and catfish and chrysanthemum and datura, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a black background and red motifs. The main motifs include stylized floral patterns with intricate details, including leaves and petals, arranged symmetrically around the central area. The 'isen-isen', or starburst designs, fill the spaces between these larger motifs, creating a dense and symmetrical pattern across the entire fabric. The layout follows a radial symmetry, with the central floral design expanding outward in concentric circles, bordered by repeating starburst patterns that enhance the overall geometric harmony of the piece.",True,hard,Lamongan,lamongan,0.9430640935897827
