image_path,reference,prediction,ground_truth_class,predicted_class,dinov2_class,dinov2_confidence,motif_mentioned,used_prompt_mode,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 25 Batik Tiepuk (Sekar Jagad Abstrak).jpg,"The batik fabric features the Trenggalek motif, characterized by red, pink motifs. The dominant motifs include clove plant flora and bird fauna..... The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by red, black, white motifs. the dominant motifs include milkfish and catfish and chrysanthemum flower. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Trenggalek,lamongan,lamongan,0.6126196384429932,False,hard,0.6126196384429932
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Tiepuk (Kapur Sirih).jpg,"The batik fabric features the Trenggalek motif, characterized by dark red, yellow motifs. The dominant motifs include lime betel plant flora and cultural monument culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by black, brown, white, and yellow motifs. the dominant motif elements include stylized leaves and flowers. these motifs are arranged in a repeating pattern along both edges of the fabric, creating a border effect. the spacing between the motifs varies slightly but remains relatively consistent throughout the design. small dots and short lines are interspersed among the larger motifs, adding texture and detail to the overall pattern.",Trenggalek,trenggalek,trenggalek,0.8282631039619446,True,hard,0.8282631039619446
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Tiepuk Malang (Gemah Ripah Jahe Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by orange, black motifs. The dominant motifs include flora of ginger plants, cloves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by orange, black, and white motifs. the dominant motif elements appear to be abstract wavy lines interspersed with small circular designs resembling seeds or beads. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced layout that covers the entire surface. there are no clear indications of isen-isens within this particular section of the batik.",Trenggalek,malang,malang,0.4277748465538025,False,hard,0.4277748465538025
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Rahayu (Parang Barong).jpg,"The batik fabric features the Trenggalek motif, characterized by sogan chocolate motifs. The dominant motifs include machete. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the parang motif, characterized by black, white, and gold motifs. the dominant motif elements appear to be abstract, flowing forms that resemble stylized leaves or waves. these motifs are arranged diagonally across the fabric, creating a dynamic pattern with varying densities and orientations. small dots and short lines are interspersed between the larger motifs, adding texture and detail to the design.",Trenggalek,parang,parang,0.9893630146980286,False,hard,0.9893630146980286
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Hamparan Rintik (Daun Waru dan Hujan).jpg,"The batik fabric features the Malang motif, characterized by grapes motifs. The dominant motifs include flame tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown motifs. the dominant motif elements include leaves and small dots. these motifs are arranged in a repeating pattern across the fabric, with varying densities and orientations. some areas have denser clusters of motifs, while others feature more sparse arrangements.",Malang,malang,malang,0.568941593170166,True,hard,0.568941593170166
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Azyfa_35241420060303_Junjung Drajat Nam Katil_2025_CLASSIC.jpg,"The batik fabric features the Lamongan motif, characterized by white, maroon motifs. The dominant motifs include nam. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, white, and brown motifs. the dominant motif elements appear to be abstract geometric shapes and possibly stylized animal forms. these motifs are arranged in a repeating pattern that creates a sense of movement along the length of the fabric. the spacing between the motifs varies slightly but remains relatively consistent throughout the design. small dots and short lines are interspersed within some areas, adding texture and detail to the overall pattern.",Lamongan,lamongan,lamongan,0.9616550207138062,True,hard,0.9616550207138062
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Sukun (Batik Sulur).jpg,"The batik fabric features the Malang motif, characterized by brown motifs. The dominant motifs include breadfruit leaf, buah pohon sukun. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown motifs. the dominant motif elements appear to be abstract plant-like forms. these motifs are densely packed and arranged in a non-geometric pattern, creating a complex and intricate design that covers the entire surface of the fabric. there are no clear signs of isen-isens or other decorative elements within this particular section of the batik.",Malang,malang,malang,0.8192654252052307,True,hard,0.8192654252052307
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Blimbing (Balai Kota Malang).jpg,"The batik fabric features the Malang motif, characterized by bright red, brown motifs. The dominant motifs include lotus and malang monument, balai kota malang. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by pink, brown motifs. the dominant motifs include lotus and malang monument. the motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.9731460809707642,True,hard,0.9731460809707642
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 10 Kipas Bunga Sepatu.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include hibiscus and folding fan. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, red, white motifs. the dominant motifs include peacock and chrysanthemum. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,lamongan,lamongan,0.9824826717376709,True,hard,0.9824826717376709
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Wagastu (Batik Musim Gugur).jpg,"The batik fabric features the Malang motif, characterized by red, turquoise motifs. The dominant motifs include mango tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, yellow, black, and white motifs. the dominant motif elements appear to be stylized leaves and possibly abstracted plant forms. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that repeats consistently throughout. there are no isen-isens or other decorative elements visible within this particular section of the batik.",Malang,malang,malang,0.8228694200515747,True,hard,0.8228694200515747
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 2 Patran Pakis.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include fern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by black, brown, and white motifs. the dominant motif elements appear to be stylized leaves and possibly small star-like figures. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. there are no clear indications of specific orientations or spacings between the motifs that deviate from this general arrangement.",Lamongan,trenggalek,trenggalek,0.57252436876297,False,hard,0.57252436876297
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 23 Batik Kantil (Sarang Lebah).jpg,"The batik fabric features the Malang motif, characterized by dark blue motifs. The dominant motifs include hibiscus and beehive. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by blue, white motifs. the dominant motifs include hibiscus. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.7322272062301636,True,hard,0.7322272062301636
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 7 Pandan Wangi.jpg,"The batik fabric features the Lamongan motif, characterized by black, sage motifs. The dominant motifs include milkfish and catfish and vanilla grass. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, white, and light green motifs. the dominant motif elements include stylized fish and butterflies, interspersed with small dots and cross-shaped fillers. these motifs are arranged in a repeating pattern across the fabric, with the fish and butterfly motifs alternating along one edge while the other side displays a dense row of small dots and crosses.",Lamongan,lamongan,lamongan,0.8539180159568787,True,hard,0.8539180159568787
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 5 Bandeng Lele Daun Waru.jpg,"The batik fabric features the Lamongan motif, characterized by greenish brown, white, red, black motifs. The dominant motifs include milkfish and catfish and sea hibiscus leaves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by brown, red, white, and black motifs. the dominant motif elements include flowers, birds, and turtles. these motifs are arranged in a repeating pattern across the fabric, with some areas showing denser clustering than others. small dots and short lines are interspersed throughout the design, adding texture and detail to the overall pattern.",Lamongan,lamongan,lamongan,0.9782693982124329,True,hard,0.9782693982124329
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 3 Merak Nam Katil.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include peacock and nam. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by red, black, white, and pink motifs. the dominant motif elements include stylized flowers and leaves, often depicted in intricate detail. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that alternates between dense clusters and more sparse areas. small dots and short lines act as fillers within some sections, adding texture and depth to the design.",Lamongan,lamongan,lamongan,0.9901604652404785,True,hard,0.9901604652404785
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 10 Batik Krajan (Parang Lombok).jpg,"The batik fabric features the Malang motif, characterized by red, black motifs. The dominant motifs include chili plant and classic pattern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, black motifs. the dominant motifs include lotus and tendrils. the motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design.",Malang,malang,malang,0.31547898054122925,True,hard,0.31547898054122925
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Hamparan Rintik (Tasik Madu).jpg,"The batik fabric features the Malang motif, characterized by violet motifs. The dominant motifs include bee. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by deep blue motifs. the dominant motif elements include bees and honeycomb structures. these motifs are arranged in a repeating pattern across the fabric, with some overlapping and varying densities. small dots and short lines are interspersed between larger motifs, adding texture to the design.",Malang,malang,malang,0.9308518767356873,True,hard,0.9308518767356873
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Krajan (Ukel-ukel).jpg,"The batik fabric features the Malang motif, characterized by navy blue motifs. The dominant motifs include string of pearls. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black and white motifs. the dominant motif elements appear to be abstract geometric shapes and possibly stylized leaves or vines. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design. there are no clear signs of isen-isens or other decorative fillers within this particular section of the batik.",Malang,malang,malang,0.6318976283073425,True,hard,0.6318976283073425
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 14 Singa Duduk (Mitos).jpg,"The batik fabric features the Lamongan motif, characterized by turmeric yellow, black motifs. The dominant motifs include singa duduk. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black and white motifs. the dominant motif elements appear to be abstract forms resembling stylized leaves or feathers. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented horizontally. small dots and short lines are interspersed between the larger motifs, adding texture and detail to the design.",Lamongan,lamongan,lamongan,0.354205459356308,True,hard,0.354205459356308
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 13 Batik Rahayu (Sergung Wiji Timun).jpg,"The batik fabric features the Trenggalek motif, characterized by sogan chocolate motifs. The dominant motifs include cucumber wiji, cengkeh. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by red, black, white, blue motifs. the dominant motifs include clove plant flora and kawung motif culture. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Trenggalek,trenggalek,trenggalek,0.9975348711013794,True,hard,0.9975348711013794
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Kantil (Bunga Mawar).jpg,"The batik fabric features the Malang motif, characterized by milk chocolate, white motifs. The dominant motifs include rose flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, white motifs. the dominant motifs include rose flower flora. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.537356972694397,True,hard,0.537356972694397
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Lana (Bunga Wijaya Kusuma).jpg,"The batik fabric features the Malang motif, characterized by red motifs. The dominant motifs include wijaya kusuma flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the buketan motif, characterized by red, yellow, and green motifs. the dominant motif elements appear to be stylized flowers and leaves, possibly resembling starfish or similar sea creatures. these motifs are arranged in a non-geometric pattern across the fabric, with varying densities and orientations that create a dynamic and lively appearance. small white dots are interspersed throughout the design, adding texture and contrast to the overall composition.",Malang,buketan,buketan,0.5327180027961731,False,hard,0.5327180027961731
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/FC Data 1 Kupu Mlaten.jpg,"The batik fabric features the Lamongan motif, characterized by orange, red, black motifs. The dominant motifs include butterfly and jasmine. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, brown, white, red motifs. the dominant motifs include milkfish and catfish and chrysanthemum flower. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,lamongan,lamongan,0.9652212858200073,True,hard,0.9652212858200073
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 7 Batik Kantil (Penyu).jpg,"The batik fabric features the Malang motif, characterized by blue, green motifs. The dominant motifs include sea turtle. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by sea turtle motifs. the dominant motifs include sea turtles. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.9744841456413269,True,hard,0.9744841456413269
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Krajan (Bangau Terbang).jpg,"The batik fabric features the Malang motif, characterized by purple, blue motifs. The dominant motifs include stork and cloud. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, blue motifs. the dominant motifs include flying birds and clouds. the motifs are arranged in a repeating pattern across the fabric, creating a dense and continuous design that covers the entire surface. there are no isen-isens visible in this particular section of the batik.",Malang,malang,malang,0.44077157974243164,True,hard,0.44077157974243164
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Sukun (Batik Kucecwara).jpg,"The batik fabric features the Malang motif, characterized by red, white motifs. The dominant motifs include lotus, trembesi, cendrawasih bird, kawung, truntum and malang monument. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, blue, white, and green motifs. the dominant motif elements include stylized birds, lotus flowers, and leaves. these motifs are arranged in a non-geometric pattern, with varying densities and orientations throughout the fabric. small dots and short lines are interspersed among the larger motifs, adding texture and detail to the design.",Malang,malang,malang,0.926368236541748,True,hard,0.926368236541748
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Blimbing (Heritage of Malang).jpg,"The batik fabric features the Malang motif, characterized by brown, yellow motifs. The dominant motifs include lotus, bunga melati and malang monument. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, yellow, white motifs. the dominant motifs include monument, balai kota malang and tree. the motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.9210793972015381,True,hard,0.9210793972015381
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 25 Batik Kantil (Anggrek).jpg,"The batik fabric features the Malang motif, characterized by brick red, purple motifs. The dominant motifs include orchid flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, white motifs. the dominant motifs include roses and tendrils. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.7936479449272156,True,hard,0.7936479449272156
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061010_Bunga Sulur Biji Timun_2025_FLORA-CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by black, blue, brown motifs. The dominant motifs include flower and cucumber and tendrils. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the sekarjagad motif, characterized by brown, blue, white, and black motifs. the dominant motif elements include stylized flowers, leaves, and abstract shapes. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design. small dots and lines act as isen-isens, adding texture and detail between larger motifs.",Lamongan,sekarjagad,sekarjagad,0.4603939652442932,False,hard,0.4603939652442932
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Wagastu (Kebun Apel).jpg,"The batik fabric features the Malang motif, characterized by chocolate, red motifs. The dominant motifs include apple tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, red, black, and white motifs. the dominant motif elements appear to be abstract shapes resembling leaves or petals, interspersed with small dots and short lines that act as isen-isens. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. the motifs are evenly spaced and oriented horizontally, forming a continuous flow from one side of the fabric to the other.",Malang,malang,malang,0.9684110283851624,True,hard,0.9684110283851624
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 32 Batik Soendari (Bunga Apel).jpg,"The batik fabric features the Malang motif, characterized by blue, white motifs. The dominant motifs include dragon. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by blue, white motifs. the dominant motifs include singo mengkok. the motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.3655993938446045,True,hard,0.3655993938446045
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Rahayu (Pelabuhan Prigi).jpg,"The batik fabric features the Trenggalek motif, characterized by red, black motifs. The dominant motifs include fish, sea and pinisi ship culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the betawi motif, characterized by red, black, white motifs. the dominant motifs include boat, sekar universe culture. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Trenggalek,betawi,betawi,0.7238801121711731,False,hard,0.7238801121711731
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060106_Petetan_2025_FLORA.jpg,"The batik fabric features the Lamongan motif, characterized by white, red, black motifs. The dominant motifs include seed pattern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by red, black, white motifs. the dominant motifs include milkfish and catfish and chrysanthemum. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,lamongan,lamongan,0.9977954626083374,True,hard,0.9977954626083374
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 15 Batik Tiepuk (Kripik Tempe).jpg,"The batik fabric features the Trenggalek motif, characterized by green, yellow motifs. The dominant motifs include tempeh chips food, truntum plant flora and machete motif culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by green, yellow, white, and black motifs. the dominant motif elements include geometric shapes such as diamonds and crosses, along with small dots and lines that act as isen-isens. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design. the motifs are evenly spaced and oriented horizontally, forming a uniform and structured appearance.",Trenggalek,trenggalek,trenggalek,0.9935036301612854,True,hard,0.9935036301612854
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Baronggung (Bunga Nirwana 2).jpg,"The batik fabric features the Tulungagung motif, characterized by blue, red motifs. The dominant motifs include orchid flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by blue, red, white motifs. the dominant motifs include lotus and butterfly. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Tulungagung,malang,malang,0.8735553622245789,False,hard,0.8735553622245789
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 21 Batik Rahayu (Kawung Kopi Pecah).jpg,"The batik fabric features the Trenggalek motif, characterized by orange, black motifs. The dominant motifs include cloves, coffee beans. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the tulungagung motif, characterized by red, black, white, blue motifs. the dominant motifs include clove plant flora and kawung motif culture. the motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.",Trenggalek,tulungagung,tulungagung,0.2888416349887848,False,hard,0.2888416349887848
