name,class,image_path,caption_en,philosophy_en,philosophy_core,split
tujuh_rupa68.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa68.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant motifs in shades of blue, orange, pink, and green. The dominant motifs include stylized leaves and flowers arranged in a repeating pattern. These motifs are interspersed with small, intricate fillers resembling tiny dots and short lines, adding texture to the design. The motifs are evenly spaced and oriented in a symmetrical manner, creating a balanced and harmonious layout across the fabric.","Traditionally, the Tujuh Rupa motif symbolizes eloquence, adaptability, and peaceful cultural diversity.","eloquence, adaptability, cultural openness, peaceful diversity",train
betawi75.jpg,betawi,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/betawi75.jpg,"The batik fabric features the betawi motif, characterized by a black background and vibrant red, gold, white, and orange motifs. The dominant motifs include stylized flowers, leaves, and geometric patterns such as triangles and diamonds. Small dots and short lines act as isen-isen elements, adding texture and detail throughout the design. The motifs are arranged symmetrically along vertical panels, creating a balanced and harmonious composition. Each panel showcases a different set of motifs, yet they complement each other through their shared color palette and overall aesthetic.","In Betawi culture, the Betawi motif represents cross-cultural harmony, communal cheerfulness, and pride in a diverse urban identity.","multicultural openness, communal harmony, joyful identity, cultural pride",train
dayak56.png,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak56.png,"The batik fabric features the Dayak motif, characterized by a black background and white and yellow motifs. The dominant motifs include stylized sun-like shapes with radiating lines, resembling rays, and intricate swirling patterns that resemble leaves or petals. These motifs are interspersed with smaller, more abstract ornamentations that appear like small dots or short lines, adding texture to the design. The motifs repeat consistently throughout the fabric, arranged in a grid-like pattern with each element facing different directions, creating a dynamic yet balanced composition. The overall layout shows a high degree of symmetry, with motifs evenly spaced and aligned, ensuring a harmonious visual flow across the entire piece.","In Dayak culture, the Dayak motif represents bravery, reverence for nature, and the leadership that shelters the community.","courage, harmony with nature, protection, ancestral strength",train
sekarjagad149.jpg,sekarjagad,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad149.jpg,"The batik fabric features the sekarjagad motif, characterized by a white background and orange, blue, and black motifs. The dominant motifs include stylized leaves and flowers arranged in a repeating pattern. These motifs are composed of curved lines forming diamond shapes within larger diamond frames. Small dots and short lines act as isen-isen elements, adding texture and detail between the main motifs. The arrangement follows a symmetrical design, with motifs aligned horizontally and vertically, creating a balanced and harmonious layout across the entire fabric.","Traditionally, the Sekarjagad motif symbolizes the beauty of diversity, universal harmony, and joyful coexistence.","beauty of diversity, universal harmony, radiance, coexistence",train
tuntrum1.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum1.jpg,"The batik fabric features the tuntrum motif, characterized by a dark blue background and orange-brown motifs. The dominant motifs consist of star-like shapes with smaller white dots forming their centers. These stars are arranged symmetrically within larger diamond patterns, creating a repetitive grid-like structure. The small dots inside each star add intricate detail, enhancing the overall complexity of the design. The motifs are evenly spaced and oriented consistently throughout the fabric, maintaining a balanced and harmonious layout.","Traditionally, the Truntum motif symbolizes sincere love, quiet devotion, and the renewal of affection.","sincere love, devotion, renewal of affection, patience",train
buketan64.jpg,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan64.jpg,"The batik fabric features the buketan motif, characterized by a dark blue background and vibrant floral motifs in shades of red, blue, green, and white. The dominant motifs include various types of flowers arranged in clusters, with some featuring long, slender petals and others having broader, more rounded blooms. Small leaves and buds accompany these flowers, adding depth and detail to the design. There are also small butterflies depicted among the foliage, contributing to the naturalistic theme. The fabric displays a repeating pattern where each section showcases a similar arrangement of flowers and butterflies, creating a harmonious and balanced composition. The edges of the fabric show a subtle gradient from darker to lighter tones, enhancing the overall aesthetic appeal.","Traditionally, the Buketan motif symbolizes joy, beauty, purity, and feminine grace.","joy, beauty, purity, feminine grace, cheerfulness",train
liong73.jpeg,liong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong73.jpeg,"The batik fabric features the liong motif, characterized by a deep maroon background and vibrant blue, yellow, pink, and white motifs. The dominant motifs include stylized flowers with intricate petal patterns and flowing, serpentine dragon-like figures. These elements are interspersed with small, circular isen-isen elements scattered throughout the design. The motifs are arranged in a symmetrical pattern, with the dragons positioned centrally on either side of the fabric, flanked by floral designs. The overall layout creates a balanced and harmonious composition, emphasizing the traditional aesthetic of the liong motif.","The philosophical meaning of the Liong motif reflects divine power, protection, and the blessing of prosperity.","divine power, protection, prosperity, celestial benevolence",train
parang13.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang13.jpg,"The batik fabric features the parang motif, characterized by a beige background and brown motifs. The dominant motifs consist of elongated, zigzag shapes resembling leaves or feathers, arranged in parallel rows. Small dots and short lines act as isen-isen elements, filling the spaces between the larger motifs. These elements vary slightly in size but maintain a consistent pattern throughout the design. The motifs repeat consistently along both horizontal and vertical axes, creating a symmetrical and balanced layout across the entire fabric.","In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","perseverance, courage, continuity, relentless self-improvement",train
sidomulyo18.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo18.jpg,"The batik fabric features the sidomulyo motif, characterized by a beige background and dark brown motifs. The dominant motifs include stylized leaves and vines, arranged in a repeating pattern across the fabric. These motifs are interspersed with small, dark brown dots and short lines, which act as isen-isen elements, adding texture and detail to the design. The motifs are oriented in various directions, creating a dynamic and balanced composition. The overall layout follows a symmetrical structure, ensuring a harmonious balance between the different elements on the fabric.","Traditionally, the Sidomulyo motif symbolizes glory, enduring honour, and a life of inner mastery.","glory, enduring honour, inner mastery, dignified life",train
tuntrum134.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum134.jpg,"The batik fabric features the tuntrum motif, characterized by a black background and white motifs. The dominant motifs consist of small, circular patterns resembling flowers or rosettes, arranged in a grid-like pattern. These motifs are interspersed with smaller, lighter-colored dots and lines, known as isen-isen elements, which add texture and detail to the design. The motifs repeat consistently throughout the fabric, creating a uniform and symmetrical appearance. The overall layout follows a structured grid, ensuring each motif is evenly spaced and aligned, contributing to the balanced aesthetic of the batik.","The philosophical meaning of the Truntum motif reflects sincere love, quiet devotion, and renewal of affection through patience.","sincere love, devotion, renewal of affection, patience",train
tribusono129.jpg,tribusono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono129.jpg,"The batik fabric features the tribusono motif, characterized by a beige background and black, brown, and white motifs. The dominant motifs include stylized flowers and leaves, with intricate petal-like structures and elongated leaf shapes. Small dots and short lines are interspersed within the larger floral designs, adding texture and detail. These motifs are arranged in a scattered yet balanced pattern across the fabric, creating a harmonious and visually engaging composition. The overall layout shows a mix of vertical and horizontal orientations, with some motifs overlapping others, enhancing the complexity and depth of the design.","In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","regeneration, harmony, cultural continuity, ecological awareness",train
bokor_kencono85.jpg,bokor_kencono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono85.jpg,"The batik fabric features the bokor_kencono motif, characterized by a black background and gold, white, and purple motifs. The dominant motifs include stylized leaves and flowers, arranged symmetrically within oval frames. These frames are outlined in gold, with intricate detailing inside them. Small white dots and short lines act as isen-isen elements, filling the spaces between larger motifs. The motifs repeat consistently throughout the fabric, creating a harmonious pattern with balanced spacing and alignment.","In Javanese culture, the Bokor Kencono motif represents noble character, inner wisdom, and commanding dignity.","dignity, wisdom, authority, noble character",train
singa_barong48.jpg,singa_barong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong48.jpg,"The batik fabric features the singa_barong motif, characterized by a white background and gold and black motifs. The dominant motifs include a large golden lion-like creature with intricate detailing on its body and head, flanked by smaller birds and ornate patterns. The background is adorned with small black dots and short lines, creating a subtle texture. The motifs are arranged symmetrically around the central figure, with repeated patterns of birds and floral elements interspersed throughout the design.","In Cirebonese court culture, the Singa Barong motif represents sacred authority, the harmony of natural forces, and complete sovereignty.","mythological power, elemental unity, visionary leadership, sacred authority",train
buketan118.png,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan118.png,"The batik fabric features the buketan motif, characterized by a white background and red, blue, and orange motifs. The dominant motifs include stylized flowers and leaves, depicted with intricate curves and detailed petal-like structures. These floral elements are arranged in a scattered pattern across the fabric, with some overlapping and others spaced apart. The motifs appear to be oriented randomly but maintain a sense of balance within the overall design. There are no visible isen-isen elements such as small dots or short lines in the provided section of the batik.","Traditionally, the Buketan motif symbolizes joy, beauty, purity, and feminine grace.","joy, beauty, purity, feminine grace, cheerfulness",train
sidomulyo79.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo79.jpg,"The batik fabric features the sidomulyo motif, characterized by a yellow background and brown motifs. The dominant motifs include stylized leaves and flowers arranged in a repeating pattern. These motifs are connected by intersecting lines forming a grid-like structure. Small dots and short lines act as isen-isen elements, adding detail to the larger patterns. The motifs are symmetrically placed within each cell of the grid, creating a balanced and harmonious design.","In Javanese Mataram tradition, the Sidomulyo motif represents continuous glory, dignified life, and the mastery of one's inner impulses.","glory, enduring honour, inner mastery, dignified life",train
sidomulyo142.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo142.jpg,"The batik fabric features the sidomulyo motif, characterized by a white background and brown motifs. The dominant motifs include stylized flowers with petal-like extensions and small decorative elements resembling leaves or buds. These floral elements are interspersed with small, symmetrical shapes that resemble boxes or rectangular forms, each adorned with intricate patterns on their tops. The motifs are arranged in a repetitive pattern, creating a grid-like structure where each element is evenly spaced and oriented consistently throughout the fabric. The overall design exhibits a high degree of symmetry, with motifs aligned both horizontally and vertically, ensuring a balanced and harmonious appearance.","Traditionally, the Sidomulyo motif symbolizes glory, enduring honour, and a life of inner mastery.","glory, enduring honour, inner mastery, dignified life",train
wirasat66.jpg,wirasat,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat66.jpg,"The batik fabric features the wirasat motif, characterized by a black background and gold motifs. The dominant motifs include intricate star-like patterns and geometric shapes, such as diamonds and squares, which are repeated throughout the fabric. Small dots and short lines act as isen-isen elements, filling the spaces between larger motifs. These smaller elements add texture and detail to the overall design. The motifs are arranged symmetrically around central diamond-shaped areas, creating a balanced and harmonious pattern.","In Javanese tradition, the Wirasat motif represents the parental blessing for a new household — prosperity, dignity, and answered prayers.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",train
jlamprang73.jpg,jlamprang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang73.jpg,"The batik fabric features the jlamprang motif, characterized by a golden-yellow background and multicolored motifs. The dominant motifs consist of circular designs resembling stylized flowers or rosettes, each containing intricate patterns within them. These motifs are repeated throughout the fabric, arranged in a grid-like pattern with equal spacing between them. Each circle is oriented uniformly, creating a symmetrical and orderly layout across the entire surface. The small dots and short lines within these circles act as isen-isen elements, adding texture and detail to the overall design.","The philosophical meaning of the Jlamprang motif reflects cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony",train
kawung54.jpg,kawung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung54.jpg,"The batik fabric features the kawung motif, characterized by a black background and white motifs. The dominant motifs consist of circular shapes with smaller squares inside them, resembling stylized eggs or seed pods. These egg-like shapes are arranged in a grid pattern across the fabric, creating a uniform and repetitive design. Small dots and short lines are interspersed between the main motifs, adding texture and detail to the overall pattern. The motifs are evenly spaced and oriented consistently within each cell of the grid, ensuring a symmetrical and balanced layout throughout the entire piece.","The philosophical meaning of the Kawung motif reflects purity of heart, self-mastery, and moral balance in life.","purity of heart, self-mastery, life cycle, moral balance",train
buketan127.jpg,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan127.jpg,"The batik fabric features the buketan motif, characterized by a white background and blue motifs. The dominant motifs include large, detailed flowers with intricate petal patterns and elongated leaves. These floral elements are interspersed with smaller leafy branches and stems, creating a lush, naturalistic appearance. The motifs appear to be arranged in a repeating pattern across the fabric, with some overlapping slightly for depth. The spacing between the motifs varies, allowing for a dynamic yet harmonious composition. The overall layout suggests a symmetrical design, though individual sections may have slight variations due to the organic nature of the floral patterns. There are no visible isen-isen elements such as small dots or short lines within these motifs.","In Pekalongan culture, the Buketan motif represents feminine elegance, inner purity, and blossoming happiness.","joy, beauty, purity, feminine grace, cheerfulness",train
tuntrum67.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum67.jpg,"The batik fabric features the tuntrum motif, characterized by a black background and white motifs. The dominant motifs consist of small, intricate star-like patterns arranged in a grid-like fashion. These stars have a central dot surrounded by smaller dots forming a symmetrical design. The motifs repeat consistently throughout the fabric, creating a uniform pattern. There are no visible isen-isen elements such as small dots or short lines within these star patterns. The overall arrangement shows a high degree of symmetry, with each row and column containing identical motifs spaced evenly apart.","In Surakarta royal tradition, the Truntum motif represents unconditional love, the rekindling of affection, and parental guidance.","sincere love, devotion, renewal of affection, patience",train
tribusono78.jpg,tribusono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono78.jpg,"The batik fabric features the tribusono motif, characterized by a light blue background and vibrant red, yellow, green, and blue motifs. The dominant motifs include stylized flowers and leaves, some resembling lotuses, with intricate petal patterns. These floral elements are interspersed with small, detailed birds, which appear to be perched on branches or among the foliage. The motifs are arranged in a scattered yet balanced manner across the fabric, creating a harmonious and lively pattern. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves; instead, the focus remains on the bold and colorful depiction of natural forms. The overall layout suggests a symmetrical design, though individual sections may vary slightly due to the organic nature of the motifs.","Traditionally, the Tribusono motif symbolizes regeneration, harmony, and the continuity of cultural values.","regeneration, harmony, cultural continuity, ecological awareness",train
Lamongan Megilan,Lamongan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 4 Lamongan Megilan.jpg,"The batik fabric features the Lamongan motif, characterized by pitch black, black, red motifs. The dominant motifs include lamongan cultural ornament. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Optimistic outlook on life,,train
buketan106.jpg,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan106.jpg,"The batik fabric features the buketan motif, characterized by a dark blue background and pink, green, and yellow motifs. The dominant floral elements include large blossoms with multiple petals, arranged in clusters along the center of the fabric. Smaller flowers and leaves are interspersed throughout, creating a dense and intricate pattern. Birds, depicted with vibrant red beaks and wings, are positioned at various points around the floral arrangements, adding dynamic movement to the design. The edges of the fabric feature smaller floral patterns and additional birds, maintaining continuity with the central motif. The overall arrangement is symmetrical, with motifs evenly distributed across the fabric's surface, ensuring balance and harmony within the composition.","In Pekalongan culture, the Buketan motif represents feminine elegance, inner purity, and blossoming happiness.","joy, beauty, purity, feminine grace, cheerfulness",train
sekarjagad105.jpg,sekarjagad,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad105.jpg,"The batik fabric features the sekarjagad motif, characterized by a vibrant orange background and multicolored motifs. The dominant motifs include stylized flowers and leaves in shades of green, purple, red, yellow, and blue, arranged in a repeating pattern across the fabric. Small dots and short lines, known as isen-isens, are interspersed between the larger motifs, adding texture and detail. The motifs are laid out symmetrically, creating a balanced and harmonious design throughout the entire piece.","Traditionally, the Sekarjagad motif symbolizes the beauty of diversity, universal harmony, and joyful coexistence.","beauty of diversity, universal harmony, radiance, coexistence",train
srikaton133.jpg,srikaton,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton133.jpg,"The batik fabric features the srikaton motif, characterized by a dark blue background and vibrant red, green, white, and black motifs. The dominant motifs include stylized peacock-like figures with intricate feather patterns, each featuring a mix of red, green, and white feathers against a black body. These peacocks are interspersed with smaller floral elements and abstract ornamentations in white and green. The small dots and short lines act as isen-isen elements, adding texture and detail between the larger motifs. The motifs are arranged in a repetitive pattern across the fabric, creating a symmetrical design where each section mirrors the next, forming a cohesive and balanced layout.","In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","divine radiance, natural abundance, resilience, visible grace",train
tujuh_rupa30.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa30.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant motifs in shades of blue, orange, green, pink, and white. The dominant motifs include stylized flowers and leaves, with some resembling lotus blossoms. These floral elements have intricate petal-like structures and are interspersed with smaller, abstract shapes that resemble buds or petals. The motifs are arranged in a scattered yet harmonious pattern across the fabric, creating a dynamic and visually engaging design. Small dots and short lines are visible within the larger motifs, adding texture and detail. The overall layout appears symmetrical but with slight variations in placement, enhancing the complexity of the design.","Traditionally, the Tujuh Rupa motif symbolizes eloquence, adaptability, and peaceful cultural diversity.","eloquence, adaptability, cultural openness, peaceful diversity",train
parang116.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang116.jpg,"The batik fabric features the parang motif, characterized by a white background and brown motifs. The dominant motifs consist of elongated, wavy shapes resembling leaves or waves, arranged diagonally across the fabric. These motifs repeat consistently throughout the design, creating a rhythmic pattern. Small dots are interspersed between the larger motifs, adding texture and detail to the overall composition. The arrangement follows a symmetrical layout, with each section mirroring the next along the diagonal axis.","In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","perseverance, courage, continuity, relentless self-improvement",train
kawung12.jpg,kawung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung12.jpg,"The batik fabric features the kawung motif, characterized by a dark brown background and light beige motifs. The dominant motifs consist of circular shapes resembling flowers or leaves, each containing smaller circular patterns within them. These central circles have additional small dots at their centers, adding intricate detail. The motifs are arranged in a grid-like pattern, with each circle slightly overlapping its neighbors, creating a sense of depth and texture. The overall layout shows a high degree of symmetry, with the motifs evenly distributed across the fabric.","In Javanese royal culture, the Kawung motif represents moral integrity, inner balance, and the wisdom of knowing one's origins.","purity of heart, self-mastery, life cycle, moral balance",train
wirasat8.jpg,wirasat,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat8.jpg,"The batik fabric features the wirasat motif, characterized by a black background and white motifs. The dominant motifs include intricate floral elements with detailed petal patterns and symmetrical designs resembling leaves and buds. These floral elements are interspersed with smaller geometric shapes such as circles and squares, which often contain small dots or short lines within them. The motifs repeat consistently throughout the fabric, arranged in a grid-like pattern with some overlapping elements for added complexity. The overall layout shows a high degree of symmetry, with each section mirroring its counterpart on either side, creating a balanced and harmonious design.","In Javanese tradition, the Wirasat motif represents the parental blessing for a new household — prosperity, dignity, and answered prayers.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",train
wirasat139.jpg,wirasat,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat139.jpg,"The batik fabric features the wirasat motif, characterized by a dark brown background and vibrant red, yellow, and black motifs. The dominant motifs include stylized flowers and geometric patterns such as crosses and diamonds. Small dots and short lines act as isen-isen elements, adding texture and detail to the design. These motifs are arranged in a repetitive pattern across the fabric, creating a symmetrical and balanced layout. Each square section contains its own unique combination of motifs, yet they align harmoniously within the larger grid-like structure of the batik.","Traditionally, the Wirasat motif symbolizes the fulfilment of wholesome wishes, elevated standing, and life's sufficiency.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",train
sidoluhur145.jpg,sidoluhur,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur145.jpg,"The batik fabric features the sidoluhur motif, characterized by a deep blue background and gold motifs. The dominant motifs include stylized flowers and geometric shapes, such as circles and ovals, which are intricately interwoven throughout the design. Small white dots and short lines act as isen-isen elements, adding texture and detail to the overall pattern. The motifs repeat symmetrically along both horizontal and vertical axes, creating a balanced and harmonious layout across the entire fabric.","The philosophical meaning of the Sidoluhur motif reflects noble character, moral elevation, and the aspiration for dignified conduct.","noble character, moral elevation, dignity, exemplary conduct",train
wahyu_tumurun35.jpg,wahyu_tumurun,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun35.jpg,"The batik fabric features the wahyu_tumurun motif, characterized by a beige background and blue motifs. The dominant motifs include stylized flowers, leaves, and abstract shapes resembling peacock feathers. These elements are interspersed with small white dots and short lines, which act as isen-isen fillers. The motifs are arranged in a repetitive pattern across the fabric, creating a symmetrical design. The orientation of the motifs varies slightly but generally follows a horizontal alignment, ensuring a balanced and harmonious overall appearance.","In Javanese royal tradition, the Wahyu Tumurun motif represents the descent of divine favour, noble ambition, and spiritual guidance.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",train
