name,class,image_path,caption_en,split,caption_id
tujuh_rupa10.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa10.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and multicolored motifs including shades of blue, green, orange, pink, and white. The main motifs consist of stylized flowers and leaves, some resembling lotus blossoms, while others have more abstract forms. These motifs are interspersed with small dots and lines that fill in the spaces between them, creating a dense yet intricate pattern. The layout appears to be somewhat random but maintains a sense of balance across the fabric, with no strict grid or symmetry evident.",train,"Kain batik ini menampilkan motif tujuh_rupa dengan ciri khas latar belakang hitam dan motif beraneka warna, antara lain gradasi warna biru, hijau, oranye, merah jambu, dan putih. Motif utamanya terdiri dari stil bunga dan daun, ada yang menyerupai bunga teratai, ada pula yang bentuknya lebih abstrak. Motif-motif ini diselingi titik-titik dan garis-garis kecil yang mengisi ruang di antaranya sehingga menciptakan pola yang padat namun rumit. Tata letaknya tampak agak acak tetapi tetap menjaga keseimbangan di seluruh kain, tanpa kisi-kisi atau simetri yang jelas."
betawi30.jpg,betawi,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/betawi30.jpg,"The batik fabric features the betawi motif, characterized by a black background and white, orange, green, blue, and red motifs. The main motifs include stylized flowers resembling lotuses in orange, leaves in green, and geometric shapes like triangles and diamonds in blue and red. The 'isen-isen' consists of small white dots and lines that fill the spaces between the larger motifs. The layout follows a repeating grid pattern, creating a structured yet dynamic design across the fabric.",train,"Kain batiknya bermotif betawi dengan ciri khas latar belakang hitam dan motif putih, oranye, hijau, biru, dan merah. Motif utamanya antara lain bunga bergaya menyerupai teratai berwarna oranye, daun berwarna hijau, dan bentuk geometris seperti segitiga dan berlian berwarna biru dan merah. 'Isen-isen' terdiri dari titik-titik putih kecil dan garis-garis yang mengisi ruang di antara motif-motif yang lebih besar. Tata letaknya mengikuti pola kisi yang berulang, menciptakan desain terstruktur namun dinamis di seluruh kain."
dayak112.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak112.jpg,"The batik fabric features the Dayak motif, characterized by a dark brown background and red and white motifs. The main motifs include swirling, organic shapes resembling leaves or vines, which are intricately intertwined across the fabric. These shapes are filled with small dots and lines in white, creating a sense of depth and texture within each form. The layout appears to be a random yet harmonious scattering of these motifs, giving the impression of natural growth and movement rather than a structured grid or symmetrical pattern.",train,"Kain batiknya bermotif dayak dengan ciri khas latar belakang coklat tua dan motif merah putih. Motif utamanya meliputi bentuk organik yang berputar-putar menyerupai daun atau tanaman merambat, yang terjalin rumit di seluruh kain. Bentuk-bentuk ini diisi dengan titik-titik kecil dan garis-garis berwarna putih, menciptakan kesan kedalaman dan tekstur dalam setiap bentuk. Tata letaknya tampak berupa motif-motif yang tersebar secara acak namun harmonis, memberikan kesan pertumbuhan dan pergerakan alami daripada kisi-kisi terstruktur atau pola simetris."
sekarjagad29.jpg,sekarjagad,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad29.jpg,"The batik fabric features the sekarjagad motif, characterized by a dark blue background and gold motifs. The main motifs include intricate floral patterns resembling lotus blossoms and leaves, along with abstract curved lines forming organic shapes. These motifs are interspersed with small dots and lines that fill the spaces between them, creating a dense yet balanced design. The layout follows a repeating grid pattern, ensuring symmetry across the entire piece.",train,"Kain batiknya bermotif sekarjagad dengan ciri khas latar belakang biru tua dan motif emas. Motif utamanya meliputi pola bunga rumit menyerupai bunga dan daun teratai, serta garis lengkung abstrak yang membentuk bentuk organik. Motif-motif ini diselingi titik-titik dan garis-garis kecil yang mengisi ruang di antaranya sehingga menciptakan desain yang padat namun seimbang. Tata letaknya mengikuti pola kisi yang berulang, memastikan simetri di seluruh bagian."
tuntrum42.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum42.jpg,"The batik fabric features the tuntrum motif, characterized by a dark blue background and white motifs. The main motifs consist of star-like shapes with smaller dots forming their centers, surrounded by a series of small dots that create a sense of depth and texture within each star. These stars are arranged in a repeating grid pattern, creating a symmetrical and orderly design across the entire fabric.",train,"Kain batiknya bermotif tuntrum dengan ciri khas latar belakang biru tua dan motif putih. Motif utamanya terdiri dari bentuk mirip bintang dengan titik-titik kecil di tengahnya, dikelilingi rangkaian titik-titik kecil yang menciptakan kesan kedalaman dan tekstur pada setiap bintang. Bintang-bintang ini disusun dalam pola kisi-kisi yang berulang, menciptakan desain yang simetris dan teratur di seluruh kain."
buketan71.png,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan71.png,"The batik fabric features the buketan motif, characterized by a white background and red, blue, and orange motifs. The main motifs consist of stylized flowers and leaves in various shapes, including elongated petals and pointed buds. These motifs are interspersed with small dots and lines that fill the spaces between them, creating a dense and intricate pattern. The layout follows a diagonal arrangement, with the motifs extending from one corner towards another, giving a sense of movement across the fabric.",train,"Kain batiknya menampilkan motif buketan yang bercirikan latar belakang putih dan motif merah, biru, dan oranye. Motif utamanya terdiri dari stil bunga dan daun dalam berbagai bentuk, antara lain kelopak memanjang dan kuncup runcing. Motif-motif ini diselingi titik-titik dan garis-garis kecil yang mengisi ruang di antaranya sehingga menciptakan pola yang padat dan rumit. Tata letaknya mengikuti susunan diagonal, dengan motif memanjang dari satu sudut ke sudut lainnya, memberikan kesan bergerak pada kain."
liong139.jpg,liong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong139.jpg,"The batik fabric features the liong motif, characterized by a vibrant pink background and intricate teal, orange, and white motifs. The main motifs include stylized dragon-like figures with flowing tails and detailed scales, interspersed with smaller, more abstract floral patterns. These elements are filled with small dots and lines in various shades of teal and white, creating a sense of depth and texture. The layout follows a repeating grid pattern, ensuring symmetry and balance across the entire piece.",train,"Kain batiknya menampilkan motif liong, bercirikan latar belakang merah jambu cerah dan motif teal, oranye, dan putih yang rumit. Motif utamanya meliputi figur mirip naga dengan ekor yang mengalir dan sisik yang detail, diselingi dengan pola bunga yang lebih kecil dan abstrak. Elemen-elemen ini diisi dengan titik-titik dan garis-garis kecil dalam berbagai corak warna teal dan putih, menciptakan kesan kedalaman dan tekstur. Tata letaknya mengikuti pola kisi yang berulang, memastikan simetri dan keseimbangan di seluruh bagian."
parang103.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang103.jpg,"The batik fabric features the parang motif, characterized by a dark brown background and white motifs. The main motifs consist of elongated diamond shapes arranged diagonally across the fabric. These diamonds are filled with smaller white circles that create a sense of depth and texture within each shape. The overall pattern follows a diagonal grid-like arrangement, creating a visually striking contrast between the dark background and the bright white elements.",train,"Kain batiknya bermotif parang dengan ciri khas latar belakang coklat tua dan motif putih. Motif utamanya berupa bentuk berlian memanjang yang disusun secara diagonal pada kain. Berlian ini diisi dengan lingkaran putih kecil yang menciptakan kesan kedalaman dan tekstur dalam setiap bentuknya. Pola keseluruhannya mengikuti susunan seperti kisi-kisi diagonal, menciptakan kontras visual yang mencolok antara latar belakang gelap dan elemen putih terang."
sidomulyo96.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo96.jpg,"The batik fabric features the sidomulyo motif, characterized by a cream-colored background and brown motifs. The main motifs include stylized leaves, flowers, and abstract curvilinear forms, often resembling lotus petals or ornate floral designs. These motifs are interspersed with small dots and lines that fill the spaces between them, creating a dense and intricate pattern. The layout follows a repeating grid-like structure, with each motif symmetrically placed within its designated area, ensuring a balanced and harmonious overall design.",train,"Kain batiknya bermotif sidomulyo dengan ciri khas latar berwarna krem ​​dan motif coklat. Motif utamanya meliputi daun, bunga, dan bentuk lengkung abstrak, sering kali menyerupai kelopak teratai atau desain hiasan bunga. Motif-motif ini diselingi titik-titik dan garis-garis kecil yang mengisi ruang di antaranya sehingga menciptakan pola yang padat dan rumit. Tata letaknya mengikuti struktur seperti kisi-kisi yang berulang, dengan setiap motif ditempatkan secara simetris di dalam area yang ditentukan, memastikan desain keseluruhan yang seimbang dan harmonis."
tuntrum74.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum74.jpg,"The batik fabric features the tuntrum motif, characterized by a dark brown background and white motifs. The main motifs consist of small, circular shapes resembling flowers or petals, arranged in a repeating grid pattern across the fabric. These circular motifs are interspersed with smaller dots that fill the spaces between them, creating a dense and intricate design. The overall layout follows a symmetrical arrangement, with each section mirroring the next, enhancing the balanced aesthetic of the batik.",train,"Kain batiknya bermotif tuntrum dengan ciri khas latar belakang coklat tua dan motif putih. Motif utamanya terdiri dari bentuk-bentuk kecil melingkar menyerupai bunga atau kelopak bunga, disusun dalam pola kotak-kotak berulang di seluruh kain. Motif melingkar ini diselingi titik-titik kecil yang mengisi ruang di antaranya sehingga menciptakan desain yang padat dan rumit. Tata letak keseluruhan mengikuti penataan simetris, dengan setiap bagian mencerminkan bagian berikutnya, sehingga meningkatkan keseimbangan estetika batik."
tribusono145.jpg,tribusono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono145.jpg,"The batik fabric features the tribusono motif, characterized by a dark gray background and vibrant orange, blue, and white motifs. The main motifs include stylized leaves and flowers, with intricate petal-like structures in orange and blue, accented by white highlights. The 'isen-isen' elements consist of small, delicate lines that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears to be arranged in a diagonal layout, creating a dynamic flow across the fabric.",train,"Kain batiknya bermotif tribusono dengan ciri khas latar belakang abu-abu tua dan motif oranye cerah, biru, dan putih. Motif utamanya meliputi daun dan bunga bergaya, dengan struktur rumit seperti kelopak berwarna oranye dan biru, dengan aksen highlight putih. Elemen 'isen-isen' terdiri dari garis-garis kecil dan halus yang mengisi ruang di antara motif yang lebih besar, menambah tekstur dan kedalaman pada desain. Polanya tampak tersusun dalam tata letak diagonal, menciptakan aliran dinamis di seluruh kain."
bokor_kencono147.jpg,bokor_kencono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono147.jpg,"The batik fabric features the bokor_kencono motif, characterized by a dark blue background and intricate patterns in shades of brown, beige, and black. The motifs consist of complex geometric shapes, including ovals and diamond-like forms, which are interconnected through smaller circular elements resembling small dots or beads. These shapes are arranged in a repeating grid pattern that creates a sense of symmetry and balance across the fabric. The overall design is dense and detailed, showcasing the traditional craftsmanship involved in creating such intricate batik pieces.",train,"Kain batiknya bermotif bokor_kencono dengan ciri khas latar belakang biru tua dan corak rumit bernuansa coklat, krem, dan hitam. Motifnya terdiri dari bentuk-bentuk geometris yang kompleks, termasuk bentuk oval dan berlian, yang saling berhubungan melalui elemen lingkaran kecil menyerupai titik-titik kecil atau manik-manik. Bentuk-bentuk ini disusun dalam pola kotak berulang yang menciptakan kesan simetri dan keseimbangan di seluruh kain. Desain keseluruhannya padat dan detail, menampilkan keahlian tradisional dalam menciptakan karya batik yang rumit."
singa_barong99.JPG,singa_barong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong99.JPG,"The batik fabric features the singa_barong motif, characterized by a white background and black and gold motifs. The main motifs include stylized lions (singa), mythical creatures resembling dragons or barongs, and intricate floral patterns. The lions are depicted in dynamic poses, often with their mouths open, while the barongs have elongated bodies and wings. The flowers are detailed with multiple petals and leaves, some featuring small dots within them. The 'isen-isen' elements consist of fine, delicate lines that fill the spaces between the larger motifs, adding depth and texture to the design. The pattern appears to be arranged in a repeating grid-like structure, creating a harmonious and balanced composition across the entire fabric.",train,"Kain batiknya bermotif singa_barong dengan ciri khas latar belakang putih dan motif hitam emas. Motif utamanya antara lain singa (singa), makhluk mitos menyerupai naga atau barong, dan pola bunga yang rumit. Singa digambarkan dalam pose yang dinamis, seringkali dengan mulut terbuka, sedangkan barong memiliki tubuh dan sayap yang memanjang. Bunganya dirinci dengan banyak kelopak dan daun, beberapa menampilkan titik-titik kecil di dalamnya. Elemen 'isen-isen' terdiri dari garis halus dan halus yang mengisi ruang di antara motif yang lebih besar, menambah kedalaman dan tekstur pada desain. Polanya tampak tersusun dalam struktur seperti kisi-kisi yang berulang, menciptakan komposisi yang harmonis dan seimbang di seluruh kain."
buketan89.JPG,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan89.JPG,"The batik fabric features the buketan motif, characterized by a gold background and dark blue motifs. The main motifs include stylized flowers in various shapes such as starbursts and circular forms, along with leaves and stems. These elements are interspersed with small red dots that resemble berries or seeds. The 'isen-isen' consists of intricate geometric patterns, including diamond shapes and interconnected lines forming a lattice-like structure. The layout follows a diagonal arrangement, creating a dynamic flow across the fabric.",train,"Kain batiknya bermotif buketan dengan ciri khas latar belakang emas dan motif biru tua. Motif utamanya antara lain bunga-bunga bergaya dalam berbagai bentuk seperti ledakan bintang dan bentuk melingkar, beserta daun dan batang. Unsur-unsur ini diselingi titik-titik merah kecil yang menyerupai buah beri atau biji-bijian. 'Isen-isen' terdiri dari pola geometris yang rumit, termasuk bentuk berlian dan garis-garis yang saling berhubungan membentuk struktur seperti kisi. Tata letaknya mengikuti susunan diagonal, menciptakan aliran dinamis melintasi kain."
sidomulyo85.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo85.jpg,"The batik fabric features the sidomulyo motif, characterized by a yellow background and brown motifs. The main motifs include stylized leaves, flowers, and abstract curves, all intricately interwoven in a repeating grid pattern. Small dots and lines fill the spaces between these larger elements, adding depth and texture to the design. The layout follows a symmetrical arrangement, creating a balanced and harmonious overall appearance.",train,"Kain batiknya bermotif sidomulyo dengan ciri khas latar belakang kuning dan motif coklat. Motif utamanya meliputi daun bergaya, bunga, dan lengkungan abstrak, semuanya terjalin secara rumit dalam pola kotak yang berulang. Titik dan garis kecil mengisi ruang di antara elemen yang lebih besar, menambah kedalaman dan tekstur pada desain. Tata letaknya mengikuti penataan simetris, menciptakan tampilan keseluruhan yang seimbang dan harmonis."
sidomulyo86.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo86.jpg,"The batik fabric features the sidomulyo motif, characterized by a yellow background and brown motifs. The main motifs include stylized flowers and leaves, some resembling lotus blossoms, with intricate details such as small dots and lines filling the spaces between them. These elements create a sense of depth and texture within each motif. The layout follows a repeating grid pattern, arranged in a diagonal manner across the fabric, ensuring symmetry and balance throughout the design.",train,"Kain batiknya bermotif sidomulyo dengan ciri khas latar belakang kuning dan motif coklat. Motif utamanya meliputi bunga dan daun bergaya, beberapa menyerupai bunga teratai, dengan detail rumit seperti titik-titik kecil dan garis-garis yang mengisi ruang di antara keduanya. Elemen-elemen ini menciptakan kesan kedalaman dan tekstur pada setiap motif. Tata letaknya mengikuti pola kisi-kisi yang berulang, disusun secara diagonal di seluruh kain, memastikan simetri dan keseimbangan di seluruh desain."
wirasat100.jpg,wirasat,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat100.jpg,"The batik fabric features the wirasat motif, characterized by a light brown background and dark brown motifs. The main motifs include stylized leaves and abstract curves, forming intricate patterns that repeat symmetrically across the fabric. Small dots and lines fill the spaces between these larger elements, adding texture and depth to the design. The overall pattern arrangement follows a symmetrical grid-like structure, creating a balanced and harmonious visual effect.",train,"Kain batik ini menonjolkan motif wirasat dengan ciri khas latar belakang coklat muda dan motif coklat tua. Motif utamanya meliputi daun bergaya dan lekukan abstrak, membentuk pola rumit yang berulang secara simetris di seluruh kain. Titik dan garis kecil mengisi ruang di antara elemen yang lebih besar, menambah tekstur dan kedalaman pada desain. Susunan pola keseluruhan mengikuti struktur seperti kisi-kisi yang simetris, menciptakan efek visual yang seimbang dan harmonis."
jlamprang150.jpg,jlamprang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang150.jpg,"The batik fabric features the jlamprang motif, characterized by a beige background and red, blue, green, and yellow motifs. The main motifs consist of circular shapes with intricate star-like patterns in their centers, surrounded by radiating lines that form a snowflake-like design. These motifs are interspersed with small dots and lines ('isen-isen') that fill the spaces between them. The layout follows a repeating grid pattern, creating a symmetrical and balanced appearance across the entire fabric.",train,"Kain batiknya bermotif jlamprang dengan ciri khas latar belakang krem ​​dan motif merah, biru, hijau, dan kuning. Motif utamanya berupa bentuk lingkaran dengan pola rumit mirip bintang di tengahnya, dikelilingi garis memancar membentuk desain mirip kepingan salju. Motif-motif ini diselingi titik-titik dan garis-garis kecil ('isen-isen') yang mengisi ruang di antaranya. Tata letaknya mengikuti pola kisi-kisi yang berulang, menciptakan tampilan yang simetris dan seimbang di seluruh kain."
kawung75.jpg,kawung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung75.jpg,"The batik fabric features the kawung motif, characterized by a dark brown background and light yellow motifs. The main motifs consist of teardrop-shaped leaves arranged in a repeating grid pattern. Small dots fill the spaces between the larger motifs, adding texture and detail. The layout follows a diagonal arrangement, creating a dynamic and visually engaging design that repeats across the entire surface.",train,"Kain batiknya bermotif kawung dengan ciri khas latar belakang coklat tua dan motif kuning muda. Motif utamanya terdiri dari daun berbentuk tetesan air mata yang disusun dalam pola kotak-kotak yang berulang. Titik-titik kecil mengisi ruang di antara motif yang lebih besar, menambah tekstur dan detail. Tata letaknya mengikuti pengaturan diagonal, menciptakan desain dinamis dan menarik secara visual yang berulang di seluruh permukaan."
buketan14.png,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan14.png,"The batik fabric features the buketan motif, characterized by a light blue background and vibrant red, green, white, and pink motifs. The main motifs include stylized flowers and leaves in various shapes such as petals, buds, and elongated forms, interspersed with small birds that appear to be flying. These elements are filled with smaller dots and lines, creating intricate patterns within each flower and bird shape. The layout follows a scattered pattern across the fabric, with no strict grid or symmetry, allowing for a natural and organic feel throughout the design.",train,"Kain batiknya bermotif buketan, bercirikan latar belakang biru muda dan motif merah, hijau, putih, dan merah muda cerah. Motif utamanya berupa stil bunga dan daun dengan berbagai bentuk seperti kelopak, kuncup, dan bentuk memanjang, diselingi burung-burung kecil yang tampak sedang terbang. Elemen-elemen ini diisi dengan titik-titik dan garis-garis kecil, menciptakan pola rumit dalam setiap bentuk bunga dan burung. Tata letaknya mengikuti pola tersebar di seluruh kain, tanpa kisi-kisi atau simetri yang ketat, sehingga memberikan nuansa alami dan organik di seluruh desain."
tuntrum104.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum104.jpg,"The batik fabric features the tuntrum motif, characterized by a black background and gold starburst motifs. The starbursts have a central point surrounded by radiating rays, creating a dynamic and eye-catching effect. The spaces between these starbursts are filled with small white dots, adding texture and depth to the design. The pattern appears in a repeating grid-like arrangement, ensuring symmetry and balance across the entire fabric.",train,"Kain batiknya bermotif tuntrum dengan ciri khas latar belakang hitam dan motif starburst berwarna emas. Semburan bintang memiliki titik pusat yang dikelilingi oleh sinar yang memancar, menciptakan efek dinamis dan menarik perhatian. Ruang di antara ledakan bintang ini diisi dengan titik-titik putih kecil, menambah tekstur dan kedalaman pada desain. Polanya muncul dalam susunan seperti kisi-kisi yang berulang, memastikan simetri dan keseimbangan di seluruh kain."
