Image Path,name,CLASS,caption_en
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono108.jpg,tribusono108.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by yellow, black, and white motifs. The dominant motif elements appear to be stylized leaves and possibly some abstract forms resembling flowers or vines. These motifs are arranged in a repeating pattern across the fabric, with moderate spacing between each element. The overall arrangement seems somewhat random but maintains a consistent rhythm throughout the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono109.jpg,tribusono109.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, black, and white motifs. The dominant motif elements include stylized birds and floral patterns. These motifs are arranged in a repeating grid pattern, spaced evenly throughout the fabric, creating a dense yet balanced design. Small dots and short lines are interspersed between the larger motifs, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono11.jpg,tribusono11.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, brown, and black motifs. The dominant motif elements include intricate floral patterns and swirling designs resembling dragons or serpents. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and layered effect across the fabric. Small dots and short lines are interspersed among the larger motifs, adding texture and detail to the overall design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono110.jpg,tribusono110.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, blue, and brown motifs. The dominant motif elements include stylized leaves and flowers. These motifs are arranged in a repeating pattern across the fabric, with moderate spacing and varying densities. Some areas show a higher concentration of motifs, while others have more open spaces between them."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono111.jpg,tribusono111.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, blue, and purple motifs. The dominant motif elements appear to be abstract floral designs and possibly stylized leaves. These motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design that covers the entire surface. Small dots and short lines are interspersed between the larger motifs, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono112.jpg,tribusono112.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, blue, and brown motifs. The dominant motif elements appear to be abstract floral designs and swirling patterns. These motifs are arranged in a non-geometric manner, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed throughout the fabric, adding texture and detail to the overall pattern."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono113.jpg,tribusono113.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, brown, and black motifs. The dominant motif elements appear to be stylized leaves and flowers, intertwined in a complex pattern. These motifs are arranged in a non-geometric manner, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed throughout the fabric, adding texture and detail to the overall pattern."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono114.jpg,tribusono114.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by vibrant red, orange, and yellow motifs. The dominant motif elements appear to be abstract, flowing forms resembling leaves and vines. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and fluid appearance across the fabric. Small dots and short lines are interspersed among the larger motifs, adding texture and detail to the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono115.jpg,tribusono115.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by red, blue, and brown motifs. The dominant motif elements appear to be floral patterns intertwined with abstract forms resembling leaves and vines. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and layered effect on the fabric. There are no clearly visible isen-isens in this section of the batik."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono116.jpg,tribusono116.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by red, blue, and brown motifs. The dominant motif elements appear to be floral patterns interspersed with abstract shapes resembling leaves and possibly birds. The motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and layered effect on the fabric. There are no clear signs of isen-isens within this particular section of the batik."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono117.jpg,tribusono117.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by deep blue, gold, and light pink motifs. The dominant motif elements include intricate floral patterns and swirling vines. These motifs are arranged in a repeating grid pattern, with moderate spacing between each element, creating a dense yet balanced design. Isen-isen, small decorative dots, can be seen interspersed among the larger motifs, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono118.jpg,tribusono118.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, silver, and brown motifs. The dominant motif elements appear to be stylized birds and floral patterns intertwined with swirling leaves. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed among the larger motifs, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono119.jpg,tribusono119.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by brown, white, and blue motifs. The dominant motif elements include floral patterns and star-like shapes. These motifs are arranged in a non-geometric pattern, with varying densities and orientations throughout the fabric. Isen-isen, small dots and short lines, are also visible, adding texture and detail to the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono12.jpg,tribusono12.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by vibrant red, gold, and black motifs. The dominant motif elements appear to be abstract, flowing forms that resemble stylized waves or serpentine lines. These motifs are densely packed and arranged in a non-geometric pattern, creating a dynamic and intricate design. Small dots and short lines are interspersed throughout, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono120.jpg,tribusono120.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by brown, beige, and dark brown motifs. The dominant motif elements include stylized leaves and flowers. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Isen-isen, small decorative dots, can be seen interspersed among the larger motifs, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono121.jpg,tribusono121.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, blue, and white motifs. The dominant motif elements include swirling vines and stylized flowers. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed throughout, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono122.jpg,tribusono122.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, purple, and black motifs. The dominant motif elements appear to be stylized flowers and leaves. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and layered effect on the fabric. There are no clearly visible isen-isens in this particular section of the batik."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono123.jpg,tribusono123.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by beige, brown, and black motifs. The dominant motif elements appear to be stylized leaves and swirling vines. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed throughout the fabric, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono124.jpg,tribusono124.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by rich brown, deep maroon, and light beige motifs. The dominant motif elements appear to be stylized leaves and floral patterns intertwined with swirling designs. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate visual texture. Isen-isen, small decorative dots, can be seen interspersed among the larger motifs, adding depth and detail to the overall design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono125.jpg,tribusono125.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by earthy brown, beige, and black motifs. The dominant motif elements appear to be stylized leaves and flowers, intricately woven into the design. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and layered effect across the fabric. Isen-isen, small decorative dots, can be seen interspersed among the larger motifs, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono126.jpg,tribusono126.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, black, and beige motifs. The dominant motif elements include stylized ferns, leaves, and abstract geometric shapes. These motifs are arranged in a non-geometric pattern, with varying densities and orientations throughout the fabric. Small dots and short lines are interspersed among the larger motifs, adding texture and detail to the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono127.jpg,tribusono127.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, brown, and black motifs. Dominant elements include fern-like leaves and abstract geometric shapes. The motifs are arranged in a repeating pattern with varying densities, primarily in horizontal rows but also incorporating some vertical alignment. Small dots and lines are interspersed between larger motifs, adding texture and detail to the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono128.jpg,tribusono128.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold and black motifs. The dominant motif elements include stylized birds and floral patterns. These motifs are arranged in a repeating grid pattern, with moderate spacing between each element. The overall arrangement appears symmetrical, with the motifs oriented horizontally and vertically across the fabric."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono129.jpg,tribusono129.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by brown, black, and beige motifs. The dominant motif elements appear to be stylized leaves and flowers, interspersed with small dots that act as isen-isens. These motifs are arranged in a non-geometric pattern, with varying densities and orientations, creating a dynamic and intricate design across the fabric."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono13.jpg,tribusono13.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by deep blue, vibrant orange, and rich red motifs. The dominant motif elements appear to be abstract floral designs and leafy patterns. These motifs are arranged in a non-geometric manner, with varying densities and orientations that create a dynamic and flowing effect across the fabric. Small dots and short lines are interspersed among the larger motifs, adding texture and detail to the overall design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono130.jpg,tribusono130.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by beige, brown, black, and orange motifs. The dominant motif elements appear to be stylized leaves and flowers, interspersed with small dots and short lines that act as isen-isens. These motifs are arranged in a non-geometric pattern, with varying densities and orientations throughout the fabric."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono131.jpg,tribusono131.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by blue, brown, and white motifs. The dominant motif elements include stylized flowers and swirling leaves. These motifs are arranged in a repeating pattern across the fabric, with moderate spacing and varying densities. Some areas show a higher concentration of motifs, while others have more open spaces between them."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono132.jpg,tribusono132.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by deep blue, gold, and white motifs. The dominant motif elements include stylized leaves and flowers, interspersed with small dots and short lines that act as isen-isens. These motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. The leaves and flowers are oriented in various directions, adding dynamism to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono133.jpg,tribusono133.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, black, and beige motifs. The dominant motif elements include stylized flowers, leaves, and abstract shapes. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Isen-isen, small dots and short lines, are interspersed throughout the fabric, adding texture and detail to the overall pattern."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono134.jpg,tribusono134.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, orange, purple, and black motifs. The dominant motif elements include stylized leaves, flowers, and abstract shapes. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Isen-isen, small dots and short lines, are interspersed throughout the fabric, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono135.jpg,tribusono135.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by dark brown, light blue, and white motifs. The dominant motif elements include floral patterns and leafy designs. These motifs are arranged in a non-geometric pattern, with varying densities and orientations throughout the fabric. Isen-isen, small dots and short lines, are also visible, adding texture and detail to the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono136.jpg,tribusono136.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, black, and white motifs. The dominant motif elements include stylized flowers and leaves. The motifs are arranged in a repeating grid pattern, with moderate spacing between each element. The small dots and short lines that form part of the background texture are also clearly visible."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono137.jpg,tribusono137.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold and black motifs. The dominant motif elements include floral patterns and geometric shapes. The motifs are arranged in a repeating grid pattern, with moderate spacing between each element. There are no isen-isens visible in this section of the fabric."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono138.jpg,tribusono138.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold and brown motifs. The dominant motif elements are floral patterns with intricate details. The motifs are arranged in a repeating grid pattern, spaced evenly apart and oriented horizontally and vertically. Small dots and short lines are interspersed between the larger motifs, adding texture and depth to the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono139.jpg,tribusono139.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, brown, and black motifs. The dominant motif elements include intricate floral patterns and geometric shapes. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and layered effect across the fabric. Isen-isen, small dots and short lines, are also visible, adding texture and detail to the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono14.jpg,tribusono14.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by deep blue, golden yellow, and reddish-brown motifs. The dominant motif elements appear to be stylized leaves and vines, intertwined in a complex pattern. These motifs are arranged in a non-geometric manner, with varying densities and orientations that create a dynamic flow across the fabric. Small dots and short lines are interspersed among the larger motifs, adding texture and detail to the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono140.jpg,tribusono140.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by blue, purple, brown, and white motifs. The dominant motif elements appear to be abstract floral patterns intertwined with geometric shapes. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed throughout the fabric, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono141.jpg,tribusono141.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by red, blue, and beige motifs. The dominant motif elements appear to be abstract floral designs and possibly some geometric shapes. These motifs are arranged in a repeating pattern across the fabric, with moderate spacing between each element. The overall arrangement seems to follow a diagonal orientation, creating a dynamic flow throughout the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono142.jpg,tribusono142.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by vibrant red, deep blue, and bright yellow motifs. The dominant motif elements appear to be stylized flowers and leaves, interspersed with small dots that act as isen-isens. These motifs are arranged in a non-geometric pattern, with varying densities and orientations throughout the fabric. The spacing between the motifs varies, creating a dynamic and lively appearance."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono143.jpg,tribusono143.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, brown, and black motifs. The dominant motif elements include floral patterns and abstract designs resembling leaves and vines. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed throughout, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono144.jpg,tribusono144.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, blue, and brown motifs. The dominant motif elements appear to be abstract floral designs intertwined with swirling patterns. These motifs are arranged in a non-geometric manner, with varying densities and orientations that create a dynamic and intricate design. Isen-isen, small dots and short lines, are interspersed throughout the pattern, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono145.jpg,tribusono145.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by deep blue, vibrant orange, and rich red motifs. The dominant motif elements appear to be stylized leaves and possibly abstracted flowers. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and layered effect on the fabric. There are no clear signs of isen-isens or other decorative fillers within this particular section of the batik."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono146.jpg,tribusono146.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by deep blue, gold, and brown motifs. The dominant motif elements appear to be abstract plant forms and possibly stylized leaves. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. There are no clearly visible isen-isens in this section of the fabric."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono147.jpg,tribusono147.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by vibrant red, orange, and gold motifs. The dominant motif elements appear to be abstract leaf-like shapes and swirling lines. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic flow across the fabric. Small dots and short lines are interspersed among the larger motifs, adding texture and detail to the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono148.jpg,tribusono148.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by vibrant orange, deep blue, and gold motifs. The dominant motif elements include stylized peacock feathers and intricate floral designs. These motifs are arranged in a repeating grid pattern, with dense spacing that creates a rich texture across the fabric. Small dots and short lines are interspersed between larger motifs, adding depth and complexity to the overall design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono149.jpg,tribusono149.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by golden-brown, black, and white motifs. The dominant motif elements include swirling leaves and abstract geometric shapes. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed throughout, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono15.jpg,tribusono15.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by deep blue, golden yellow, and reddish-brown motifs. The dominant motif elements appear to be abstract leaf-like forms and possibly small floral patterns. These motifs are arranged in a repeating pattern across the fabric, with moderate spacing and varying densities that create a dynamic visual flow. Isen-isen, represented by small dots and short lines, fills some areas between larger motifs, adding texture and detail to the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono150.jpg,tribusono150.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by brown, beige, and cream motifs. The dominant motif elements include stylized leaves and flowers, creating a complex interplay between different forms. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic visual flow across the fabric. Isen-isen, small decorative dots, can be seen interspersed among the larger motifs, adding texture and detail to the overall design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono16.jpg,tribusono16.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by deep blue, orange, and white motifs. The dominant motif elements appear to be abstract leaf-like forms and possibly stylized flowers. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and flowing effect across the fabric. There are no clearly visible isen-isens in this particular section of the batik."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono17.jpg,tribusono17.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by brown, black, and white motifs. The dominant motif elements appear to be intricate floral patterns intertwined with swirling leaves and abstract forms. These motifs are densely packed and arranged in a non-geometric pattern, creating a complex and layered design that fills the entire surface. There are no clear signs of isen-isens or other decorative elements within this particular section of the fabric."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono18.jpg,tribusono18.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, brown, and beige motifs. The dominant motif elements include fern-like leaves and abstract floral patterns. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed throughout, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono19.jpg,tribusono19.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, brown, and black motifs. The dominant motif elements include stylized fern-like leaves and swirling patterns. These motifs are arranged in a non-geometric manner, with varying densities and orientations that create a dynamic and intricate design. Isen-isen, small decorative dots, can be seen interspersed among the larger motifs, adding texture and detail to the overall pattern."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono2.jpg,tribusono2.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by earthy brown, deep red, and golden hues. The dominant motif elements appear to be stylized ferns and leaves, interspersed with abstract floral patterns. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are also visible throughout the fabric, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono20.jpg,tribusono20.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by deep blue, gold, and purple motifs. The dominant motif elements include fern-like leaves and stylized flowers. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed throughout, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono21.jpg,tribusono21.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by brown, beige, and black motifs. The dominant motif elements include stylized leaves and flowers. These motifs are arranged in a repeating pattern across the fabric, with moderate spacing and varying densities. Some areas show a higher concentration of motifs, while others have more open spaces between them."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono22.jpg,tribusono22.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by brown, beige, and cream motifs. The dominant motif elements include stylized leaves and floral patterns. These motifs are arranged in a repeating grid pattern, spaced evenly throughout the fabric, creating a dense yet balanced design. Small dots and short lines are interspersed between the larger motifs, adding texture and detail to the overall pattern."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono23.jpg,tribusono23.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by brown, beige, and cream motifs. The dominant motif elements appear to be stylized leaves and floral patterns. These motifs are arranged in a repeating grid pattern, with moderate spacing between each element. The overall arrangement suggests a balanced and structured design, typical of the tribusono style."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono24.jpg,tribusono24.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by brown, white, and blue motifs. The dominant motif elements include floral patterns and star-like shapes. These motifs are arranged in a non-geometric pattern, with varying densities and orientations throughout the fabric. Isen-isen, small dots and short lines, are also visible, adding texture and detail to the design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono25.jpg,tribusono25.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, brown, and black motifs. The dominant motif elements include fern-like leaves and abstract floral patterns. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed throughout, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono26.jpg,tribusono26.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, brown, and black motifs. The dominant motif elements include intricate fern-like leaves and geometric patterns. These motifs are arranged in a repeating grid pattern, with varying densities and orientations that create a dynamic interplay between the different elements. Small dots and lines are interspersed throughout, adding texture and detail to the overall design."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono27.jpg,tribusono27.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, brown, and black motifs. The dominant motif elements include fern-like leaves and abstract geometric shapes. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and lines are interspersed throughout, adding texture and detail to the overall composition."
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono28.jpg,tribusono28.jpg,tribusono,"The batik fabric features the tribusono motif, characterized by gold, brown, and black motifs. The dominant motif elements include intricate leaf-like designs and small circular patterns. These motifs are arranged in a repeating grid pattern, with varying densities and orientations that create a dynamic visual flow across the fabric. Isen-isen, consisting of small dots and short lines, fills the spaces between larger motifs, adding texture and depth to the design."
