Nama,Image Path,CLASS
tribusono116.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono116.jpg,tribusono
tribusono117.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono117.jpg,tribusono
tribusono118.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono118.jpg,tribusono
tribusono119.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono119.jpg,tribusono
tribusono12.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono12.jpg,tribusono
tribusono120.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono120.jpg,tribusono
tribusono121.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono121.jpg,tribusono
tribusono122.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono122.jpg,tribusono
tribusono123.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono123.jpg,tribusono
tribusono124.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono124.jpg,tribusono
tribusono125.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono125.jpg,tribusono
tribusono126.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono126.jpg,tribusono
tribusono127.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono127.jpg,tribusono
tribusono128.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono128.jpg,tribusono
tribusono129.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono129.jpg,tribusono
tribusono13.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono13.jpg,tribusono
tribusono130.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono130.jpg,tribusono
tribusono131.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono131.jpg,tribusono
tribusono132.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono132.jpg,tribusono
tribusono133.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono133.jpg,tribusono
tribusono134.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono134.jpg,tribusono
tribusono135.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono135.jpg,tribusono
tribusono136.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono136.jpg,tribusono
tribusono137.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono137.jpg,tribusono
tribusono138.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono138.jpg,tribusono
tribusono139.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono139.jpg,tribusono
tribusono14.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono14.jpg,tribusono
tribusono140.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono140.jpg,tribusono
tribusono141.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono141.jpg,tribusono
tribusono142.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono142.jpg,tribusono
tribusono143.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono143.jpg,tribusono
tribusono144.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono144.jpg,tribusono
tribusono145.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono145.jpg,tribusono
tribusono146.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono146.jpg,tribusono
tribusono147.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono147.jpg,tribusono
tribusono148.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono148.jpg,tribusono
tribusono149.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono149.jpg,tribusono
tribusono15.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono15.jpg,tribusono
tribusono150.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono150.jpg,tribusono
tribusono16.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono16.jpg,tribusono
tribusono17.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono17.jpg,tribusono
tribusono18.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono18.jpg,tribusono
tribusono19.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono19.jpg,tribusono
tribusono2.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono2.jpg,tribusono
tribusono20.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono20.jpg,tribusono
tribusono21.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono21.jpg,tribusono
tribusono22.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono22.jpg,tribusono
tribusono23.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono23.jpg,tribusono
tribusono24.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono24.jpg,tribusono
tribusono25.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono25.jpg,tribusono
tribusono26.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono26.jpg,tribusono
tribusono27.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono27.jpg,tribusono
tribusono28.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono28.jpg,tribusono
tribusono29.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono29.jpg,tribusono
tribusono3.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono3.jpg,tribusono
tribusono30.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono30.jpg,tribusono
tribusono31.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono31.jpg,tribusono
tribusono32.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono32.jpg,tribusono
tribusono33.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono33.jpg,tribusono
tribusono34.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono34.jpg,tribusono
tribusono35.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono35.jpg,tribusono
tribusono36.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono36.jpg,tribusono
tribusono37.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono37.jpg,tribusono
tribusono38.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono38.jpg,tribusono
tribusono39.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono39.jpg,tribusono
tribusono4.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono4.jpg,tribusono
tribusono40.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono40.jpg,tribusono
tribusono41.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono41.jpg,tribusono
tribusono42.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono42.jpg,tribusono
tribusono43.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono43.jpg,tribusono
tribusono44.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono44.jpg,tribusono
tribusono45.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono45.jpg,tribusono
tribusono46.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono46.jpg,tribusono
tribusono47.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono47.jpg,tribusono
tribusono48.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono48.jpg,tribusono
tribusono49.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono49.jpg,tribusono
tribusono5.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono5.jpg,tribusono
tribusono50.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono50.jpg,tribusono
tribusono51.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono51.jpg,tribusono
tribusono52.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono52.jpg,tribusono
tribusono53.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono53.jpg,tribusono
tribusono54.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono54.jpg,tribusono
tribusono55.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono55.jpg,tribusono
tribusono56.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono56.jpg,tribusono
tribusono57.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono57.jpg,tribusono
tribusono58.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono58.jpg,tribusono
tribusono59.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono59.jpg,tribusono
tribusono6.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono6.jpg,tribusono
tribusono60.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono60.jpg,tribusono
tribusono61.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono61.jpg,tribusono
tribusono62.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono62.jpg,tribusono
tribusono63.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono63.jpg,tribusono
tribusono64.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono64.jpg,tribusono
tribusono65.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono65.jpg,tribusono
tribusono66.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono66.jpg,tribusono
tribusono67.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono67.jpg,tribusono
tribusono68.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono68.jpg,tribusono
tribusono69.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono69.jpg,tribusono
tribusono7.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono7.jpg,tribusono
tribusono70.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono70.jpg,tribusono
tribusono71.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono71.jpg,tribusono
tribusono72.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono72.jpg,tribusono
tribusono73.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono73.jpg,tribusono
tribusono74.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono74.jpg,tribusono
tribusono75.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono75.jpg,tribusono
tribusono76.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono76.jpg,tribusono
tribusono77.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono77.jpg,tribusono
tribusono78.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono78.jpg,tribusono
tribusono79.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono79.jpg,tribusono
tribusono8.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono8.jpg,tribusono
tribusono80.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono80.jpg,tribusono
tribusono81.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono81.jpg,tribusono
tribusono82.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono82.jpg,tribusono
tribusono83.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono83.jpg,tribusono
tribusono84.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono84.jpg,tribusono
tribusono85.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono85.jpg,tribusono
tribusono86.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono86.jpg,tribusono
tribusono87.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono87.jpg,tribusono
tribusono88.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono88.jpg,tribusono
tribusono89.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono89.jpg,tribusono
tribusono9.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono9.jpg,tribusono
tribusono90.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono90.jpg,tribusono
tribusono91.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono91.jpg,tribusono
tribusono92.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono92.jpg,tribusono
tribusono93.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono93.jpg,tribusono
tribusono94.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono94.jpg,tribusono
tribusono95.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono95.jpg,tribusono
tribusono96.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono96.jpg,tribusono
tribusono97.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono97.jpg,tribusono
tribusono98.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono98.jpg,tribusono
tribusono99.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono99.jpg,tribusono
buketan1.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan1.jpg,buketan
buketan10.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan10.jpg,buketan
buketan100.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan100.jpg,buketan
buketan101.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan101.jpg,buketan
buketan102.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan102.jpg,buketan
buketan103.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan103.jpg,buketan
buketan104.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan104.jpg,buketan
buketan105.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan105.jpg,buketan
buketan106.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan106.jpg,buketan
buketan107.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan107.jpg,buketan
buketan108.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan108.jpg,buketan
buketan109.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan109.jpg,buketan
buketan11.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan11.jpg,buketan
buketan110.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan110.jpg,buketan
buketan111.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan111.jpg,buketan
buketan112.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan112.jpg,buketan
buketan113.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan113.png,buketan
buketan114.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan114.jpg,buketan
buketan115.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan115.jpg,buketan
buketan116.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan116.jpg,buketan
buketan117.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan117.png,buketan
buketan118.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan118.png,buketan
buketan119.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan119.jpg,buketan
buketan12.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan12.jpg,buketan
buketan120.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan120.jpg,buketan
buketan121.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan121.jpg,buketan
buketan122.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan122.jpg,buketan
buketan123.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan123.jpg,buketan
buketan124.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan124.png,buketan
buketan125.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan125.jpg,buketan
buketan126.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan126.jpg,buketan
buketan127.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan127.jpg,buketan
buketan128.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan128.jpg,buketan
buketan129.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan129.png,buketan
buketan13.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan13.jpg,buketan
buketan130.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan130.jpg,buketan
buketan131.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan131.jpg,buketan
buketan132.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan132.jpg,buketan
buketan133.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan133.jpg,buketan
buketan134.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan134.jpg,buketan
buketan135.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan135.jpg,buketan
buketan136.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan136.jpg,buketan
buketan137.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan137.jpg,buketan
buketan138.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan138.jpg,buketan
buketan139.JPG,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan139.JPG,buketan
buketan14.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan14.png,buketan
buketan140.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan140.jpg,buketan
buketan141.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan141.jpg,buketan
buketan142.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan142.jpg,buketan
buketan143.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan143.jpg,buketan
buketan144.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan144.jpg,buketan
buketan145.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan145.jpg,buketan
buketan146.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan146.jpg,buketan
buketan147.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan147.jpg,buketan
buketan148.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan148.jpg,buketan
buketan149.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan149.jpg,buketan
buketan15.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan15.jpg,buketan
buketan150.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan150.jpg,buketan
buketan16.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan16.jpg,buketan
buketan17.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan17.jpg,buketan
buketan18.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan18.jpg,buketan
buketan19.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan19.jpg,buketan
buketan2.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan2.jpg,buketan
buketan20.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan20.jpg,buketan
buketan21.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan21.jpg,buketan
buketan22.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan22.jpg,buketan
buketan23.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan23.jpg,buketan
buketan24.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan24.jpg,buketan
buketan25.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan25.jpg,buketan
buketan26.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan26.jpg,buketan
buketan27.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan27.png,buketan
buketan28.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan28.jpg,buketan
buketan29.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan29.jpg,buketan
buketan3.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan3.jpg,buketan
buketan30.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan30.png,buketan
buketan31.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan31.jpg,buketan
buketan32.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan32.jpg,buketan
buketan33.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan33.jpg,buketan
buketan34.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan34.jpg,buketan
buketan35.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan35.jpg,buketan
buketan36.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan36.jpg,buketan
buketan37.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan37.jpg,buketan
buketan38.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan38.png,buketan
buketan39.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan39.jpg,buketan
buketan4.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan4.jpg,buketan
buketan40.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan40.jpg,buketan
buketan41.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan41.jpg,buketan
buketan42.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan42.jpg,buketan
buketan43.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan43.jpg,buketan
buketan44.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan44.png,buketan
buketan45.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan45.jpg,buketan
buketan46.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan46.jpg,buketan
buketan47.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan47.jpg,buketan
buketan48.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan48.jpg,buketan
buketan49.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan49.jpg,buketan
buketan5.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan5.jpg,buketan
buketan50.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan50.jpg,buketan
buketan51.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan51.jpg,buketan
buketan52.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan52.jpg,buketan
buketan53.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan53.png,buketan
buketan54.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan54.jpg,buketan
buketan55.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan55.png,buketan
buketan56.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan56.jpg,buketan
buketan57.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan57.jpg,buketan
buketan58.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan58.jpg,buketan
buketan59.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan59.jpg,buketan
buketan6.png,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan6.png,buketan
buketan60.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan60.jpg,buketan
buketan61.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan61.jpg,buketan
buketan62.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan62.jpg,buketan
buketan63.jpg,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan63.jpg,buketan
