image_path,reference,prediction,ground_truth_class,predicted_class,dinov2_class,dinov2_confidence,motif_mentioned,used_prompt_mode,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 3 Pisang Setandon.jpg,"The batik fabric features the Lamongan motif, characterized by turquoise, black, white motifs. The dominant motifs include banana. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by red, black, and white motifs. the dominant motif elements appear as stylized flowers and leaves. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented horizontally. small dots and short lines act as isen-isens, filling the spaces between the larger motifs.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 26 Batik Rahayu (Sido Mukti Rahayu).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate sogan motifs. The dominant motifs include orchid flowers, cloves and sido mukti motif. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features diamond-shaped motifs, characterized by brown, black, and white motifs. the dominant motif elements appear as small dots and short lines interspersed within larger diamond shapes. these motifs are arranged in a repeating grid pattern, creating a dense and intricate design that covers the entire surface of the fabric.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 13 Batik Wagastu (Sayap Rona Harapan).jpg,"The batik fabric features the Malang motif, characterized by brick red, chocolate motifs. The dominant motifs include mango tree and sparrows. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features small dots motifs, characterized by red, white, blue, and black motifs. the dominant motif elements appear as tiny circles scattered throughout the fabric. these motifs are arranged in a repeating pattern, creating a dense yet uniform texture. the spacing between the dots is consistent, and they are oriented randomly across the fabric.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 17 Batik Rahayu (Gringsing Satrio Manah).jpg,"The batik fabric features the Trenggalek motif, characterized by green motifs. The dominant motifs include satrio manah. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features diamond-shaped motifs, characterized by black, gold, and brown motifs. the dominant motif elements appear to be stylized leaves and star-like shapes. these motifs are arranged in a repeating grid pattern, spaced evenly apart and oriented diagonally across the fabric. small dots and short lines act as isen-isens, filling the spaces between larger motifs.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 8 Singo Mengkok Kembang Brokoli.jpg,"The batik fabric features the Lamongan motif, characterized by dark blue, light blue, black motifs. The dominant motifs include singo mengkok and cauliflower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features dragon-like motifs, characterized by blue, black, and white motifs. the dominant motif elements appear to be stylized dragons intertwined with floral designs. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented horizontally along the length of the material. small dots and short lines can also be seen interspersed between the larger motifs, adding texture to the design.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 20 Batik Kantil (Bangau).jpg,"The batik fabric features the Malang motif, characterized by dark blue motifs. The dominant motifs include stork and chrysanthemum flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by blue, white, and silver motifs. the dominant motif elements include flowers and leaves. these motifs are arranged in a repeating grid pattern, spaced evenly apart and oriented horizontally and vertically. small dots and short lines act as isen-isens, filling gaps between larger motifs.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Tiepuk (Parang Kawung Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, black motifs. The dominant motifs include clove plant flora. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features diamond-shaped motifs, characterized by white motifs against a dark background. the dominant motif elements appear as small dots forming diamond patterns within larger diamond shapes. these diamonds are arranged diagonally across the fabric, creating a repeating grid pattern that spans from one edge to another. the spacing between the diamonds is consistent, and they are densely packed along each diagonal line, emphasizing the symmetry and uniformity of the design.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Wagastu (Sayap Sulur Kopi).jpg,"The batik fabric features the Malang motif, characterized by chocolate, green motifs. The dominant motifs include coffee plant, sulur and bird wings. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features leafy motifs, characterized by brown, green, and white motifs. the dominant motif elements appear as elongated leaves and small dots scattered throughout. these motifs are arranged diagonally across the fabric, creating a flowing pattern that emphasizes movement and symmetry. the spacing between the motifs varies slightly but remains relatively consistent, ensuring a balanced distribution across the entire surface.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 15 Batik Rahayu (Koi Keberuntungan).jpg,"The batik fabric features the Trenggalek motif, characterized by green, blue motifs. The dominant motifs include clove, teratai and koi fish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features mermaid motifs, characterized by blue, green, and white motifs. the dominant motif elements include mermaids, flowers, and leaves. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented horizontally. small dots and lines act as isen-isens, filling gaps between larger motifs.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 6 Melati Deret.jpg,"The batik fabric features the Lamongan motif, characterized by orange, brown, white motifs. The dominant motifs include jasmine. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features small dot motifs, characterized by red, white, and black motifs. the dominant motif elements appear as tiny circles scattered throughout the fabric. these dots are densely packed but evenly spaced, creating a uniform pattern that covers the entire surface. there are no clear signs of isen-isens or other decorative elements within this particular section of the batik.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Krajan (Truntum Garudeya).jpg,"The batik fabric features the Malang motif, characterized by black, white motifs. The dominant motifs include flower and ガルデヤ. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by black, white, and brown motifs. the dominant motif elements include fern-like leaves and stylized flowers. these motifs are arranged in a repeating pattern across the fabric, with dense clusters at the bottom transitioning into more scattered placement towards the top. small dots and short lines act as isen-isens, adding texture and detail between larger motifs.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 14 Batik Blimbing (Ista Malang Kucecwara Gunungan).jpg,"The batik fabric features the Malang motif, characterized by crimson, white motifs. The dominant motifs include malang monument, tapak batu and fire. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features bell-shaped motifs, characterized by white motifs against a deep purple background. the dominant motif elements appear as stylized bells with intricate details at their tops. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented vertically along the center. small dots and lines form an isen-isens design around the edges, adding texture and contrast to the overall composition.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 17 Batik Kantil (Mak-mak Mbois).jpg,"The batik fabric features the Malang motif, characterized by black, red motifs. The dominant motifs include cempaka putih. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features starburst motifs, characterized by red, orange, yellow, and blue motifs. the dominant motif elements appear as radiating starbursts with central points surrounded by petal-like extensions. these starbursts are interspersed among smaller circular designs that resemble stylized flowers or leaves. the motifs are arranged in a scattered pattern across the fabric, creating a dynamic yet balanced composition. some areas have denser clusters of motifs while others feature more spaced-out arrangements, giving the impression of movement and rhythm throughout the design.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 1 Bandeng Lele Watu Cacah.jpg,"The batik fabric features the Lamongan motif, characterized by dark blue, turquoise, red, white motifs. The dominant motifs include milkfish and catfish and cracked stone. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by red, blue, and teal motifs. the dominant motif elements appear to be stylized flowers with intricate details. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented randomly but consistently throughout the design. small dots and short lines can also be seen interspersed between the larger motifs, adding texture and depth to the overall appearance.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061005_ Anggrek Sulur_2025_FLORA_CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by blue, light brown motifs. The dominant motifs include orchid and tendrils. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by blue, brown, and white motifs. the dominant motif elements appear as small flowers connected by wavy lines forming larger floral clusters. these motifs are arranged diagonally across the fabric, creating a flowing pattern that varies slightly in density but remains consistent throughout. small dots and short lines act as isen-isens, adding texture and detail between the main motifs.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 25 Batik Tiepuk (Sekar Jagad Abstrak).jpg,"The batik fabric features the Trenggalek motif, characterized by red, pink motifs. The dominant motifs include clove plant flora and bird fauna..... The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features swirling motifs, characterized by red, black, and white motifs. the dominant motif elements include stylized leaves, flowers, and abstract shapes. these motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic flow across the fabric. small dots and lines are interspersed among the larger motifs, adding texture and detail to the design.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 3 Sepyur Daun Melati.jpg,"The batik fabric features the Lamongan motif, characterized by pitch black, blue, golden brown motifs. The dominant motifs include jasmine leaves. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features small dot motifs, characterized by black, white, red, and orange motifs. the dominant motif elements appear as tiny flowers interspersed with small circles resembling stars or snowflakes. these motifs are arranged in a repeating grid pattern across the fabric, creating a dense yet uniform texture. the spacing between the motifs is consistent, ensuring a balanced distribution throughout the entire piece.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Tiepuk (Kapur Sirih).jpg,"The batik fabric features the Trenggalek motif, characterized by dark red, yellow motifs. The dominant motifs include lime betel plant flora and cultural monument culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by red, white, and yellow motifs. the dominant motif elements include leaves, flowers, and small bell-like shapes. these motifs are arranged in a repeating pattern across the fabric, with varying densities and orientations that create a dynamic yet harmonious design. isen-isen, represented by small dots and short lines, fills some spaces between larger motifs, adding texture and detail to the overall composition.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Kantil (Love Bird dan Kamboja).jpg,"The batik fabric features the Malang motif, characterized by bright purple, red motifs. The dominant motifs include love bird and frangipani flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by pink, orange, yellow, and green motifs. the dominant motif elements include flowers and leaves. these motifs are arranged in a repeating pattern across the fabric, with moderate spacing and varying densities. some areas have denser clusters of motifs while others feature more scattered arrangements. there are no clearly visible isen-isens in this particular section of the fabric.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Tiepuk Malang (Gemah Ripah Jahe Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by orange, black motifs. The dominant motifs include flora of ginger plants, cloves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features snake-like motifs, characterized by orange, black, and white motifs. the dominant motif elements appear as elongated, wavy forms resembling snakes. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented horizontally. small dots and short lines act as isen-isens, filling the spaces between the larger snake motifs.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Rahayu (Parang Barong).jpg,"The batik fabric features the Trenggalek motif, characterized by sogan chocolate motifs. The dominant motifs include machete. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features elongated, flowing motifs, characterized by black, white, and gold motifs. the dominant motif elements appear as stylized leaves or vines. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that repeats consistently throughout. small dots and short lines are interspersed between the larger motifs, adding texture and detail to the design.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Hamparan Rintik (Daun Waru dan Hujan).jpg,"The batik fabric features the Malang motif, characterized by grapes motifs. The dominant motifs include flame tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features leaf-like motifs, characterized by white motifs against a maroon background. the dominant motif elements appear as variously shaped leaves and small dots scattered throughout. these motifs are arranged in a non-geometric pattern, with some areas appearing denser than others, creating a sense of random distribution rather than a structured arrangement.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Kantil (Sekar Jagad).jpg,"The batik fabric features the Malang motif, characterized by purple, white motifs. The dominant motifs include white champaka, bunga sepatu and machete, truntum, kawung. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features hexagonal motifs, characterized by white motifs against a deep purple background. the dominant motif elements include stylized flowers, leaves, and geometric shapes like crosses and diamonds. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced layout that covers the entire surface. small dots and short lines act as isen-isens, adding texture and detail between larger motifs.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/FC Data 2 Bandeng Lele Krisan KLecubung.jpg,"The batik fabric features the Lamongan motif, characterized by black, red motifs. The dominant motifs include milkfish and catfish and chrysanthemum and datura. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by red, white, and black motifs. the dominant motif elements include flowers and leaves. these motifs are arranged in a repeating pattern across the fabric, with some areas showing denser clustering than others. small dots and short lines are interspersed throughout the design, adding texture and detail.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Hamparan Rintik (Teratai Senja).jpg,"The batik fabric features the Malang motif, characterized by violet, boysenberries motifs. The dominant motifs include lotus. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by white motifs against a maroon background. the dominant motif elements include lotus flowers, leaves, and abstract floral designs. these motifs are arranged in a repeating pattern across the fabric, with some motifs appearing more densely clustered than others. small dots and short lines act as isen-isens, filling gaps between larger motifs.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Blimbing (Balai Kota Malang).jpg,"The batik fabric features the Malang motif, characterized by bright red, brown motifs. The dominant motifs include lotus and malang monument, balai kota malang. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features vertical motifs, characterized by pink, brown, black, and white motifs. the dominant motif elements include stylized flowers, leaves, and abstract shapes. these motifs are arranged in a repeating pattern along the length of the fabric, spaced evenly apart and oriented vertically. small dots and short lines act as isen-isens, filling gaps between larger motifs.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 10 Kipas Bunga Sepatu.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include hibiscus and folding fan. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by red, black, and white motifs. the dominant motif elements include flowers and leaves. the motifs are arranged in a repeating pattern across the fabric, with moderate spacing and varying densities. some areas show a higher concentration of motifs, while others have more open spaces between them. there are no clearly visible isen-isens in this section of the fabric.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 29 Batik Rahayu (Udan Liris).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, black motifs. The dominant motifs include rainy nature. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features diagonal geometric motifs, characterized by black, gold, and white motifs. the dominant motif elements appear as small dots, short lines, and triangular shapes. these motifs are arranged diagonally across the fabric, creating a repeating pattern that spans from one edge to another. the spacing between the motifs varies slightly but remains consistent throughout the design, ensuring a balanced and harmonious appearance.",Trenggalek,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 4 Batik Bengkel (Catur Padma Kahuripan).jpg,"The batik fabric features the Malang motif, characterized by white, black motifs. The dominant motifs include lotus. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features lotus flower motifs, characterized by black, white, and purple motifs. the dominant motif elements are lotus flowers. these motifs are arranged in a repeating grid pattern across the fabric, with moderate spacing between each flower. small dots and short lines are also visible as isen-isens within the grid.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Kantil (Keong).jpg,"The batik fabric features the Malang motif, characterized by navy blue, navy blue, bright blue motifs. The dominant motifs include cempaka putih and snail. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by vibrant blue, pink, yellow, and green colors. the dominant motif elements include stylized flowers and leaves, interspersed with small decorative details like dots and lines. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced layout that covers the entire surface.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Wagastu (Batik Musim Gugur).jpg,"The batik fabric features the Malang motif, characterized by red, turquoise motifs. The dominant motifs include mango tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features chili pepper motifs, characterized by red, yellow, black, and green motifs. the dominant motif elements appear as stylized chilies with varying sizes and orientations. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that repeats consistently throughout. there are no isen-isens or other filler elements visible on this particular section of the fabric.",Malang,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060107_Bandeng Lele Daun Imbo_2025_FLORA.jpg,"The batik fabric features the Lamongan motif, characterized by army green, grey motifs. The dominant motifs include neem leaves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features swirling peacock motifs, characterized by vibrant reds, greens, and golds. the dominant motif elements include stylized peacocks and intricate leafy branches. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design that covers the entire surface. small dots and short lines act as isen-isens, adding texture and detail between the larger motifs.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 2 Merak Latohan Kombinasi.jpg,"The batik fabric features the Lamongan motif, characterized by black, brown motifs. The dominant motifs include peacock. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features intricate floral motifs, characterized by gold, black, and white motifs. the dominant motif elements include delicate flowers and leaves, interspersed with small dots and short lines that act as isen-isens. these motifs are arranged in a non-geometric pattern, creating a harmonious and balanced composition across the fabric. the spacing between the motifs varies slightly but remains consistent throughout, ensuring a uniform appearance.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 2 Patran Pakis.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include fern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features leafy motifs, characterized by green, red, and white motifs. the dominant motif elements appear to be stylized leaves and possibly small star-like figures. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented vertically along the length of the material. there are also small dots interspersed between the larger motifs, adding texture to the design.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060102_Kepet Bandeng Lele_2025_CULTURE_FAUNA.jpg,"The batik fabric features the Lamongan motif, characterized by black, red motifs. The dominant motifs include kepet and milkfish and catfish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features floral motifs, characterized by red, white, and black motifs. the dominant motif elements include flowers, leaves, and small dots. these motifs are arranged in a repeating pattern across the fabric, with moderate spacing and varying densities. some areas have denser clusters of motifs while others feature more scattered arrangements.",Lamongan,UNKNOWN,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 1 Bandeng Lele dalam Kolam.jpg,"The batik fabric features the Lamongan motif, characterized by red, orange, black motifs. The dominant motifs include milkfish and catfish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features bird motifs, characterized by black, white, red, and pink motifs. the dominant motif elements include birds and flowers. the motifs are arranged in a repeating pattern across the fabric, with moderate spacing and varying densities. some small dots are also visible along the edge of one section.",Lamongan,UNKNOWN,,,False,no_class,
