image_path,reference,prediction,motif_mentioned,used_prompt_mode,ground_truth_class,predicted_class,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 6 Melati Deret.jpg,"The batik fabric features the Lamongan motif, characterized by orange, brown, white motifs. The dominant motifs include jasmine. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the trenggalek motif, characterized by deep red motifs. The dominant motif elements appear to be small, intricate designs that resemble geometric shapes and possibly floral patterns. These motifs are arranged in a repeating grid pattern across the fabric, with consistent spacing and density. The orientation of the motifs suggests they are laid out in rows and columns, creating a structured and uniform appearance.",False,hard,Lamongan,trenggalek,0.8463122248649597
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Krajan (Truntum Garudeya).jpg,"The batik fabric features the Malang motif, characterized by black, white motifs. The dominant motifs include flower and ガルデヤ. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the malang motif, characterized by black, white, and red motifs. The dominant motif elements include fern plants and small dots. The motifs are arranged in a repeating grid pattern, with dense spacing and vertical orientation. Isen-isen, represented by small dots, are clearly visible throughout the fabric.",True,hard,Malang,malang,0.9389978647232056
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 14 Batik Blimbing (Ista Malang Kucecwara Gunungan).jpg,"The batik fabric features the Malang motif, characterized by crimson, white motifs. The dominant motifs include malang monument, tapak batu and fire. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the malang motif, characterized by white motifs against a deep maroon background. The dominant motif elements appear to be stylized trees or bell-like shapes, interspersed with smaller decorative elements that resemble flowers or leaves. These motifs are arranged in a repeating pattern along the length of the fabric, spaced evenly apart and oriented vertically. The background is filled with small, dense white dots, creating an isen-isen effect that adds texture and depth to the overall design.",True,hard,Malang,malang,0.8894149661064148
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 17 Batik Kantil (Mak-mak Mbois).jpg,"The batik fabric features the Malang motif, characterized by black, red motifs. The dominant motifs include cempaka putih. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the malang motif, characterized by red, orange, and yellow motifs. The dominant motif elements appear to be stylized flowers and possibly some abstract shapes resembling leaves or petals. These motifs are arranged in a repeating pattern across the fabric, creating a dense yet organized layout that spans from top to bottom. There are no clear signs of isen-isens or other decorative fillers within the visible portion of the image.",True,hard,Malang,malang,0.5282307267189026
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 1 Bandeng Lele Watu Cacah.jpg,"The batik fabric features the Lamongan motif, characterized by dark blue, turquoise, red, white motifs. The dominant motifs include milkfish and catfish and cracked stone. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the malang motif, characterized by red, blue, and teal motifs. The dominant motif elements appear to be abstract floral patterns. These motifs are arranged in a repeating grid pattern across the fabric, spaced evenly apart and oriented randomly but consistently throughout the design. Small dots, likely isen-isens, are also visible between the larger motifs, adding texture to the overall appearance.",False,hard,Lamongan,malang,0.8690338134765625
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061005_ Anggrek Sulur_2025_FLORA_CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by blue, light brown motifs. The dominant motifs include orchid and tendrils. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the lamongan motif, characterized by blue, brown, and white motifs. The dominant motif elements include wavy lines and small flowers. These motifs are arranged in a repeating pattern across the fabric, with moderate spacing and density. The arrangement appears to be symmetrical along both horizontal and vertical axes.",True,hard,Lamongan,lamongan,0.9452335238456726
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 25 Batik Tiepuk (Sekar Jagad Abstrak).jpg,"The batik fabric features the Trenggalek motif, characterized by red, pink motifs. The dominant motifs include clove plant flora and bird fauna..... The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the trenggalek motif, characterized by red, black, and white motifs. The dominant motif elements include abstract shapes resembling leaves and flowers, along with geometric patterns such as zigzags and diamonds. These motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. Small dots and short lines are interspersed throughout, adding texture and detail to the overall composition.",True,hard,Trenggalek,trenggalek,0.8336138129234314
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 3 Sepyur Daun Melati.jpg,"The batik fabric features the Lamongan motif, characterized by pitch black, blue, golden brown motifs. The dominant motifs include jasmine leaves. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the Lamongan motif, characterized by orange, white, and red motifs. The dominant motif elements appear to be small flowers and possibly some abstract shapes resembling leaves or petals. These motifs are arranged in a repeating grid pattern across the fabric, with moderate spacing between each element. The density of the motifs is high, creating a dense yet uniform appearance throughout the entire piece.",True,hard,Lamongan,lamongan,0.9401201009750366
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Tiepuk (Kapur Sirih).jpg,"The batik fabric features the Trenggalek motif, characterized by dark red, yellow motifs. The dominant motifs include lime betel plant flora and cultural monument culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the trenggalek motif, characterized by black, red, and white motifs. The dominant motif elements include stylized leaves and flowers. The motifs are arranged in a repeating pattern along the left edge and scattered sparsely across the rest of the fabric, creating a balanced yet dynamic layout. Small dots and short lines are interspersed throughout, adding texture and detail to the design.",True,hard,Trenggalek,trenggalek,0.43070656061172485
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Kantil (Love Bird dan Kamboja).jpg,"The batik fabric features the Malang motif, characterized by bright purple, red motifs. The dominant motifs include love bird and frangipani flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the malang motif, characterized by vibrant pink, orange, and yellow motifs. The dominant motif elements are floral patterns with birds perched among blossoms. These motifs are arranged in a repeating grid pattern across the fabric, with moderate spacing between each element. The arrangement appears symmetrical, with the flowers and birds evenly distributed throughout the design.",True,hard,Malang,malang,0.6701887249946594
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Tiepuk Malang (Gemah Ripah Jahe Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by orange, black motifs. The dominant motifs include flora of ginger plants, cloves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the trenggalek motif, characterized by orange, black, and white motifs. The dominant motif elements appear to be abstract wavy lines and small bird-like figures. These motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design. The spacing between the motifs is relatively consistent, and they are oriented horizontally and vertically, forming a grid-like structure. Small dots and short lines are interspersed among the larger motifs, adding texture and detail to the overall pattern.",True,hard,Trenggalek,trenggalek,0.9754126071929932
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Rahayu (Parang Barong).jpg,"The batik fabric features the Trenggalek motif, characterized by sogan chocolate motifs. The dominant motifs include machete. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the parang motif, characterized by black, white, and orange motifs. The dominant motif elements appear to be abstract, flowing forms that resemble stylized leaves or waves. These motifs are arranged diagonally across the fabric, creating a dynamic pattern with varying densities and spacings between each element. Small dots and short lines can also be seen interspersed among the larger motifs, adding texture and detail to the design.",False,hard,Trenggalek,parang,0.870910108089447
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Hamparan Rintik (Daun Waru dan Hujan).jpg,"The batik fabric features the Malang motif, characterized by grapes motifs. The dominant motifs include flame tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the malang motif, characterized by white motifs against a maroon background. The dominant motif elements include leaf-like shapes and small dots. These motifs are arranged in a repeating pattern, with some elements appearing more densely clustered than others. The arrangement includes both horizontal and vertical orientations, creating a balanced yet dynamic design.",True,hard,Malang,malang,0.8849102854728699
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Kantil (Sekar Jagad).jpg,"The batik fabric features the Malang motif, characterized by purple, white motifs. The dominant motifs include white champaka, bunga sepatu and machete, truntum, kawung. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the malang motif, characterized by white motifs against a deep purple background. The dominant motif elements include geometric shapes such as squares and diamonds, along with small floral patterns scattered throughout. These motifs are arranged in a repeating grid pattern, creating a dense yet organized layout that covers the entire surface of the fabric. Isen-isen, represented by small dots and short lines, are interspersed between the larger motifs, adding texture and detail to the design.",True,hard,Malang,malang,0.7693686485290527
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/FC Data 2 Bandeng Lele Krisan KLecubung.jpg,"The batik fabric features the Lamongan motif, characterized by black, red motifs. The dominant motifs include milkfish and catfish and chrysanthemum and datura. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the Lamongan motif, characterized by red and white motifs. The dominant motif elements include floral patterns and star-like shapes. These motifs are arranged in a repeating grid pattern, with the stars spaced evenly throughout the fabric and the floral designs concentrated around central areas. Small dots and short lines act as isen-isens, adding texture and detail to the overall design.",True,hard,Lamongan,lamongan,0.9430640935897827
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Hamparan Rintik (Teratai Senja).jpg,"The batik fabric features the Malang motif, characterized by violet, boysenberries motifs. The dominant motifs include lotus. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the malang motif, characterized by white motifs against a deep red background. The dominant motif elements include stylized flowers, leaves, and abstract geometric shapes. These motifs are arranged in a repeating pattern across the fabric, with some elements appearing more densely clustered than others. Small dots and short lines act as isen-isens, filling gaps between larger motifs and adding texture to the design.",True,hard,Malang,malang,0.7292514443397522
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Blimbing (Balai Kota Malang).jpg,"The batik fabric features the Malang motif, characterized by bright red, brown motifs. The dominant motifs include lotus and malang monument, balai kota malang. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the Malang motif, characterized by pink, brown, and black motifs. The dominant motif elements include stylized buildings and floral patterns. These motifs are arranged in a repeating grid pattern, with the buildings and flowers spaced evenly throughout the fabric. The background is filled with small dots and short lines, creating an isen-isen effect that adds texture to the design.",True,hard,Malang,malang,0.9701677560806274
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 10 Kipas Bunga Sepatu.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include hibiscus and folding fan. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the Lamongan motif, characterized by red, black, and white motifs. The dominant motif elements include stylized birds perched on branches adorned with small flowers. These motifs are arranged diagonally across the fabric, creating a dynamic pattern that alternates between dense clusters and more spaced-out sections. Small dots and lines are interspersed within the larger motifs, adding texture and detail to the design.",True,hard,Lamongan,lamongan,0.9785065054893494
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 29 Batik Rahayu (Udan Liris).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, black motifs. The dominant motifs include rainy nature. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the trenggalek motif, characterized by gold and black motifs. The dominant motif elements appear to be geometric shapes and possibly small dots or lines. These motifs are arranged diagonally across the fabric, creating a repeating pattern that spans from one edge to another. The spacing between the motifs varies slightly but remains relatively consistent throughout the design, giving it a structured yet dynamic appearance.",True,hard,Trenggalek,trenggalek,0.9912822246551514
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 4 Batik Bengkel (Catur Padma Kahuripan).jpg,"The batik fabric features the Malang motif, characterized by white, black motifs. The dominant motifs include lotus. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the malang motif, characterized by black and white motifs. The dominant motif elements appear to be geometric shapes and floral patterns. The motifs are arranged in a repeating grid pattern, with the geometric shapes forming a checkered background and the floral patterns scattered sparsely throughout. There are no clearly visible isen-isens in this section of the fabric.",True,hard,Malang,malang,0.7479203939437866
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Kantil (Keong).jpg,"The batik fabric features the Malang motif, characterized by navy blue, navy blue, bright blue motifs. The dominant motifs include cempaka putih and snail. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the malang motif, characterized by vibrant blue, yellow, pink, and green motifs. The dominant motif elements include stylized flowers, leaves, and abstract shapes. These motifs are arranged in a repeating pattern across the fabric, creating a dense and symmetrical design that covers the entire surface. There are no isen-isens visible in this particular section of the batik.",True,hard,Malang,malang,0.6953608989715576
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Wagastu (Batik Musim Gugur).jpg,"The batik fabric features the Malang motif, characterized by red, turquoise motifs. The dominant motifs include mango tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the malang motif, characterized by red, yellow, and black motifs. The dominant motif elements appear to be stylized leaves and possibly abstract shapes resembling feathers or elongated forms. These motifs are arranged in a diagonal pattern across the fabric, creating a sense of movement from one corner to another. The spacing between the motifs varies slightly but remains relatively consistent, giving a balanced appearance. There are no clear isen-isens or additional decorative elements visible on this particular section of the fabric.",True,hard,Malang,malang,0.8266487717628479
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060107_Bandeng Lele Daun Imbo_2025_FLORA.jpg,"The batik fabric features the Lamongan motif, characterized by army green, grey motifs. The dominant motifs include neem leaves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the Lamongan motif, characterized by brown motifs. The dominant motif elements appear to be abstract leaf-like shapes interspersed with small, elongated forms that resemble stylized flowers or buds. These motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. The spacing between the motifs is relatively consistent, allowing for a clear view of each element, while the overall arrangement suggests a symmetrical layout.",True,hard,Lamongan,lamongan,0.6897334456443787
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 2 Merak Latohan Kombinasi.jpg,"The batik fabric features the Lamongan motif, characterized by black, brown motifs. The dominant motifs include peacock. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the lamongan motif, characterized by gold motifs. The dominant motif elements appear to be floral patterns and abstract designs. These motifs are arranged in a non-geometric pattern, scattered sparsely across the fabric, creating a sense of movement and fluidity. Small dots and short lines are interspersed among the larger motifs, adding texture and detail to the overall design.",True,hard,Lamongan,lamongan,0.9909219145774841
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 2 Patran Pakis.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include fern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the Lamongan motif, characterized by black, red, and white motifs. The dominant motif elements appear to be stylized leaves or fern-like structures. These motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented vertically along the length of the material. Small white dots are interspersed between the larger motifs, adding texture and detail to the design.",True,hard,Lamongan,lamongan,0.9774788618087769
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060102_Kepet Bandeng Lele_2025_CULTURE_FAUNA.jpg,"The batik fabric features the Lamongan motif, characterized by black, red motifs. The dominant motifs include kepet and milkfish and catfish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","The batik fabric features the Lamongan motif, characterized by red and white motifs. The dominant motif elements include floral patterns and small dots. These motifs are arranged in a repeating grid pattern, with moderate spacing between each element. The overall arrangement appears symmetrical, with the motifs oriented horizontally and vertically across the fabric.",True,hard,Lamongan,lamongan,0.9700772166252136
