image_path,reference,prediction,ground_truth_class,predicted_class,dinov2_class,dinov2_confidence,motif_mentioned,used_prompt_mode,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 25 Batik Tiepuk (Sekar Jagad Abstrak).jpg,"The batik fabric features the Trenggalek motif, characterized by red, pink motifs. The dominant motifs include clove plant flora and bird fauna..... The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by red, black, and white motifs. the dominant motif elements include swirling leaves, flowers, and abstract shapes. these motifs are arranged in a non-repeating pattern across the fabric, with varying densities and orientations that create a dynamic and intricate design. small dots and lines are interspersed throughout, adding texture and detail to the overall composition.",Trenggalek,lamongan,lamongan,0.6126196384429932,False,hard,0.6126196384429932
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Tiepuk (Kapur Sirih).jpg,"The batik fabric features the Trenggalek motif, characterized by dark red, yellow motifs. The dominant motifs include lime betel plant flora and cultural monument culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by black, brown, white, and orange motifs. the dominant motif elements include stylized leaves, flowers, and small decorative bell-like figures. these motifs are arranged in a repeating pattern along both edges of the fabric, creating a border effect. the spacing between the motifs varies slightly but remains relatively consistent throughout the design. there are also small dots interspersed among the larger motifs, adding texture and detail to the overall pattern.",Trenggalek,trenggalek,trenggalek,0.8282631039619446,True,hard,0.8282631039619446
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Tiepuk Malang (Gemah Ripah Jahe Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by orange, black motifs. The dominant motifs include flora of ginger plants, cloves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by orange, black, and white motifs. the dominant motif elements appear to be abstract wavy lines interspersed with small circular designs that resemble dots or small circles. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced layout. the wavy lines run horizontally while the circular designs are scattered throughout, adding texture and contrast to the overall design.",Trenggalek,malang,malang,0.4277748465538025,False,hard,0.4277748465538025
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Rahayu (Parang Barong).jpg,"The batik fabric features the Trenggalek motif, characterized by sogan chocolate motifs. The dominant motifs include machete. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the parang motif, characterized by black, white, and gold motifs. the dominant motif elements appear to be abstract, flowing forms that resemble stylized leaves or waves. these motifs are arranged diagonally across the fabric, creating a dynamic pattern with varying densities and orientations. small dots and short lines are interspersed between the larger motifs, adding texture and detail to the design.",Trenggalek,parang,parang,0.9893630146980286,False,hard,0.9893630146980286
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Hamparan Rintik (Daun Waru dan Hujan).jpg,"The batik fabric features the Malang motif, characterized by grapes motifs. The dominant motifs include flame tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by white motifs against a deep red background. the dominant motif elements appear to be abstract leaf-like shapes and small circular designs scattered throughout. these motifs are arranged in a non-repeating pattern, with varying densities and orientations that create a dynamic yet balanced composition. isen-isen, represented by small dots and short lines, adds texture and detail to the overall design.",Malang,malang,malang,0.568941593170166,True,hard,0.568941593170166
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Azyfa_35241420060303_Junjung Drajat Nam Katil_2025_CLASSIC.jpg,"The batik fabric features the Lamongan motif, characterized by white, maroon motifs. The dominant motifs include nam. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black and white motifs. the dominant motif elements appear to be abstract shapes resembling stylized leaves or waves. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. small dots and short lines are interspersed between the larger motifs, adding texture and detail to the overall composition.",Lamongan,lamongan,lamongan,0.9616550207138062,True,hard,0.9616550207138062
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Sukun (Batik Sulur).jpg,"The batik fabric features the Malang motif, characterized by brown motifs. The dominant motifs include breadfruit leaf, buah pohon sukun. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by gold motifs against a brown background. the dominant motif elements appear to be intricate floral designs and swirling leaves. these motifs are densely packed throughout the fabric, creating a repeating pattern that covers the entire surface. there are no clear signs of isen-isens or other decorative elements within this particular section of the batik.",Malang,malang,malang,0.8192654252052307,True,hard,0.8192654252052307
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Blimbing (Balai Kota Malang).jpg,"The batik fabric features the Malang motif, characterized by bright red, brown motifs. The dominant motifs include lotus and malang monument, balai kota malang. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by pink, brown, and black motifs. the dominant motif elements include stylized buildings resembling traditional malang architecture, accompanied by intricate floral designs. these motifs are arranged vertically along one side of the fabric, creating a striking contrast against the pink background. small dots and short lines act as isen-isens, adding texture and detail to the overall design.",Malang,malang,malang,0.9731460809707642,True,hard,0.9731460809707642
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 10 Kipas Bunga Sepatu.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include hibiscus and folding fan. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, red, white, and gold motifs. the dominant motif elements include stylized birds perched on branches adorned with flowers and leaves. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that alternates between dense clusters and more open spaces. small dots and short lines act as fillers between larger motifs, enhancing the overall texture and complexity of the design.",Lamongan,lamongan,lamongan,0.9824826717376709,True,hard,0.9824826717376709
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Wagastu (Batik Musim Gugur).jpg,"The batik fabric features the Malang motif, characterized by red, turquoise motifs. The dominant motifs include mango tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, yellow, black, and white motifs. the dominant motif elements appear to be stylized leaves and possibly abstracted figures resembling birds or insects. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that repeats consistently throughout. there are no isen-isens or other decorative elements visible on this particular section of the batik.",Malang,malang,malang,0.8228694200515747,True,hard,0.8228694200515747
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 2 Patran Pakis.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include fern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by black, red, white, and gold motifs. the dominant motif elements appear to be stylized leaves and possibly small star-like figures. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart but densely packed together. there are no clear indications of isen-isens within this particular section of the batik.",Lamongan,trenggalek,trenggalek,0.57252436876297,False,hard,0.57252436876297
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 23 Batik Kantil (Sarang Lebah).jpg,"The batik fabric features the Malang motif, characterized by dark blue motifs. The dominant motifs include hibiscus and beehive. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by blue, white, and light gray motifs. the dominant motif elements appear to be small flowers and leaves, interspersed with small dots that act as isen-isens. these motifs are arranged in a non-repeating pattern across the fabric, with varying densities and orientations, creating a dynamic and intricate design.",Malang,malang,malang,0.7322272062301636,True,hard,0.7322272062301636
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 7 Pandan Wangi.jpg,"The batik fabric features the Lamongan motif, characterized by black, sage motifs. The dominant motifs include milkfish and catfish and vanilla grass. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, white, and light green motifs. the dominant motif elements include stylized fish, butterflies, and fern-like leaves. these motifs are arranged in a repeating pattern across the fabric, with some areas showing denser clustering than others. small dots and short lines act as isen-isens, filling gaps between larger motifs.",Lamongan,lamongan,lamongan,0.8539180159568787,True,hard,0.8539180159568787
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 5 Bandeng Lele Daun Waru.jpg,"The batik fabric features the Lamongan motif, characterized by greenish brown, white, red, black motifs. The dominant motifs include milkfish and catfish and sea hibiscus leaves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by brown, white, red, and pink motifs. the dominant motif elements include flowers, birds, and small animals like turtles and lizards. these motifs are arranged in a repeating pattern across the fabric, with some areas appearing denser than others due to overlapping designs. the spacing between the motifs varies slightly but generally follows a consistent rhythm throughout the piece.",Lamongan,lamongan,lamongan,0.9782693982124329,True,hard,0.9782693982124329
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 3 Merak Nam Katil.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include peacock and nam. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by red, black, white, and gold motifs. the dominant motif elements include stylized birds, flowers, and geometric shapes. these motifs are arranged in a repeating pattern across the fabric, with some areas showing denser clustering than others. small dots and short lines act as isen-isens, filling spaces between larger motifs.",Lamongan,lamongan,lamongan,0.9901604652404785,True,hard,0.9901604652404785
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 10 Batik Krajan (Parang Lombok).jpg,"The batik fabric features the Malang motif, characterized by red, black motifs. The dominant motifs include chili plant and classic pattern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, black, white motifs. the dominant motifs include lotus flower flora and kawung motif culture. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.31547898054122925,True,hard,0.31547898054122925
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Hamparan Rintik (Tasik Madu).jpg,"The batik fabric features the Malang motif, characterized by violet motifs. The dominant motifs include bee. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by deep blue motifs. the dominant motif elements include bees and honeycomb structures. these motifs are arranged in a scattered pattern across the fabric, with varying densities and orientations. some areas have denser clusters of motifs, while others feature more sparse distributions. there are no clear signs of isen-isens within this particular section of the batik.",Malang,malang,malang,0.9308518767356873,True,hard,0.9308518767356873
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Krajan (Ukel-ukel).jpg,"The batik fabric features the Malang motif, characterized by navy blue motifs. The dominant motifs include string of pearls. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black and white motifs. the dominant motif elements appear to be abstract shapes resembling leaves or feathers, interspersed with small dots that act as isen-isens. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. the motifs are evenly spaced and oriented horizontally, giving the impression of a structured yet fluid arrangement.",Malang,malang,malang,0.6318976283073425,True,hard,0.6318976283073425
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 14 Singa Duduk (Mitos).jpg,"The batik fabric features the Lamongan motif, characterized by turmeric yellow, black motifs. The dominant motifs include singa duduk. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by orange, black, white, and red motifs. the dominant motif elements include stylized birds and abstract cloud-like forms. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented horizontally. small dots and short lines act as isen-isens, filling the spaces between larger motifs.",Lamongan,lamongan,lamongan,0.354205459356308,True,hard,0.354205459356308
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 13 Batik Rahayu (Sergung Wiji Timun).jpg,"The batik fabric features the Trenggalek motif, characterized by sogan chocolate motifs. The dominant motifs include cucumber wiji, cengkeh. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by red, black, white, and blue motifs. the dominant motif elements appear to be star-like shapes interspersed with small floral designs. these motifs are arranged in a repeating pattern that creates a dense yet balanced layout across the fabric. the arrangement includes both horizontal and vertical orientations, with some motifs overlapping others, adding depth to the design. isen-isen, which are small dots or short lines used for filling spaces between larger motifs, can also be seen throughout the pattern, enhancing its intricate details.",Trenggalek,trenggalek,trenggalek,0.9975348711013794,True,hard,0.9975348711013794
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Kantil (Bunga Mawar).jpg,"The batik fabric features the Malang motif, characterized by milk chocolate, white motifs. The dominant motifs include rose flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, white, and beige motifs. the dominant motif elements appear to be small dots, short lines, and floral patterns. these motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and intricate design. isen-isens, which are small dots or short lines used for filling spaces between larger motifs, are also visible throughout the fabric.",Malang,malang,malang,0.537356972694397,True,hard,0.537356972694397
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Lana (Bunga Wijaya Kusuma).jpg,"The batik fabric features the Malang motif, characterized by red motifs. The dominant motifs include wijaya kusuma flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the buketan motif, characterized by red, yellow, and green motifs. the dominant motif elements are star-like flowers connected by elongated stems adorned with leaves. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that repeats throughout. small white dots are interspersed between the larger motifs, adding texture and contrast to the design.",Malang,buketan,buketan,0.5327180027961731,False,hard,0.5327180027961731
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/FC Data 1 Kupu Mlaten.jpg,"The batik fabric features the Lamongan motif, characterized by orange, red, black motifs. The dominant motifs include butterfly and jasmine. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, brown, white, and red motifs. the dominant motif elements appear to be abstract forms resembling leaves and possibly small flowers. these motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic interplay between the different colors. there are also small dots and short lines interspersed throughout the design, adding texture and detail to the overall composition.",Lamongan,lamongan,lamongan,0.9652212858200073,True,hard,0.9652212858200073
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 7 Batik Kantil (Penyu).jpg,"The batik fabric features the Malang motif, characterized by blue, green motifs. The dominant motifs include sea turtle. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by sea turtle motifs. the dominant color is light blue for the background, with medium green used for the turtles' shells and heads. the motifs are arranged in a scattered pattern across the fabric, creating a sense of movement and depth. some turtles appear larger and more prominent than others, adding variation to the design. there are no isen-isens or other decorative elements visible on this particular section of the batik.",Malang,malang,malang,0.9744841456413269,True,hard,0.9744841456413269
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Krajan (Bangau Terbang).jpg,"The batik fabric features the Malang motif, characterized by purple, blue motifs. The dominant motifs include stork and cloud. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, blue, red, yellow motifs. the dominant motifs include flying birds against a sky backdrop. the motifs are arranged in a repeating pattern across the fabric, with some variation in spacing and orientation but generally maintaining a consistent layout. there are no isen-isens or other decorative elements visible within this particular section of the batik.",Malang,malang,malang,0.44077157974243164,True,hard,0.44077157974243164
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Sukun (Batik Kucecwara).jpg,"The batik fabric features the Malang motif, characterized by red, white motifs. The dominant motifs include lotus, trembesi, cendrawasih bird, kawung, truntum and malang monument. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, green, white, and blue motifs. the dominant elements include lotus flowers, leaves, birds, and abstract geometric shapes. these motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and lively appearance. small dots and lines are interspersed throughout the design, adding texture and detail to the overall composition.",Malang,malang,malang,0.926368236541748,True,hard,0.926368236541748
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Blimbing (Heritage of Malang).jpg,"The batik fabric features the Malang motif, characterized by brown, yellow motifs. The dominant motifs include lotus, bunga melati and malang monument. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, yellow, white, and light brown motifs. the dominant motif elements appear to be stylized trees and possibly some abstract figures resembling people. these motifs are arranged in a repeating pattern that runs vertically down the fabric, creating a dense yet structured appearance. the spacing between the motifs is relatively consistent, allowing for clear visibility of each element. there are no isen-isens or other decorative fillers visible within this particular section of the batik.",Malang,malang,malang,0.9210793972015381,True,hard,0.9210793972015381
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 25 Batik Kantil (Anggrek).jpg,"The batik fabric features the Malang motif, characterized by brick red, purple motifs. The dominant motifs include orchid flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, white motifs. the dominant motifs include rose flower flora. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.7936479449272156,True,hard,0.7936479449272156
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061010_Bunga Sulur Biji Timun_2025_FLORA-CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by black, blue, brown motifs. The dominant motifs include flower and cucumber and tendrils. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the sekarjagad motif, characterized by brown, blue, white, and black motifs. the dominant motif elements include swirling vines, flowers, and abstract shapes. these motifs are arranged in a repeating pattern across the fabric, with varying densities and orientations that create a dynamic visual flow. small dots and lines act as isen-isens, adding texture and detail to the overall design.",Lamongan,sekarjagad,sekarjagad,0.4603939652442932,False,hard,0.4603939652442932
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Wagastu (Kebun Apel).jpg,"The batik fabric features the Malang motif, characterized by chocolate, red motifs. The dominant motifs include apple tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, red, black, and gold motifs. the dominant motif elements appear to be abstract shapes resembling leaves or petals, interspersed with small dots that act as isen-isens. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. the motifs are oriented horizontally and vertically, forming a structured yet dynamic layout.",Malang,malang,malang,0.9684110283851624,True,hard,0.9684110283851624
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 32 Batik Soendari (Bunga Apel).jpg,"The batik fabric features the Malang motif, characterized by blue, white motifs. The dominant motifs include dragon. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by blue, white, and light gray motifs. the dominant motif elements include circular designs and abstract shapes. these motifs are arranged in a repeating pattern that covers the entire surface of the fabric, creating a dense and intricate design. small dots and short lines are interspersed within the larger motifs, adding texture and detail to the overall composition.",Malang,malang,malang,0.3655993938446045,True,hard,0.3655993938446045
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Rahayu (Pelabuhan Prigi).jpg,"The batik fabric features the Trenggalek motif, characterized by red, black motifs. The dominant motifs include fish, sea and pinisi ship culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the betawi motif, characterized by red, black, white, and blue motifs. the dominant elements include boats, waves, and abstract shapes resembling flowers or leaves. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design that covers the entire surface. small dots and short lines act as isen-isens, adding texture and detail between larger motifs.",Trenggalek,betawi,betawi,0.7238801121711731,False,hard,0.7238801121711731
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060106_Petetan_2025_FLORA.jpg,"The batik fabric features the Lamongan motif, characterized by white, red, black motifs. The dominant motifs include seed pattern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by red, black, and white motifs. the dominant motif elements include stylized birds and floral patterns. these motifs are arranged in a repeating grid pattern, with moderate spacing between each element. the small dots that act as fillers are also clearly visible throughout the design.",Lamongan,lamongan,lamongan,0.9977954626083374,True,hard,0.9977954626083374
