image_path,ground_truth_class,predicted_class,classification_confidence,prediction,reference,philosophy_core,used_prompt_mode
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 5 Batik Blimbing ( Treasure of Jago).jpg,Malang,malang,0.9271711707115173,"The Sekartaji mask motif was inspired by the beauty of Sekartaji who was the daughter of the king of Kediri in the 8th century. The elegant mask reflects glory, majesty and balance through harmonious patterns that symbolize harmony between humans and nature.","Representation of the location of Batik Blimbing which is on Jl. Candi Jago which highlights the history and buildings of Candi Jago, as well as choosing the colors blue and black because this batik is intended for men.",,hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo76.jpg,sidomulyo,sidomulyo,0.8551613092422485,"In Javanese Mataram tradition, the Sidomulyo motif represents continuous glory, dignified life, and the mastery of one's inner impulses.","Traditionally, the Sidomulyo motif symbolizes glory, enduring honour, and a life of inner mastery.","glory, enduring honour, inner mastery, dignified life",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung30.jpg,mega_mendung,mega_mendung,0.9951269626617432,nan,"Traditionally, the Mega Mendung motif symbolizes patience, emotional calm, and spiritual serenity.","patience, emotional calm, spiritual serenity, divine protection",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/betawi12.jpg,betawi,betawi,0.9909419417381287,"Traditionally, the Betawi motif symbolizes multicultural openness, communal harmony, and joyful cultural identity.","The philosophical meaning of the Betawi motif reflects multicultural openness, communal harmony, and joyful identity.","multicultural openness, communal harmony, joyful identity, cultural pride",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono109.jpg,bokor_kencono,bokor_kencono,0.9648889899253845,nan,"In Javanese culture, the Bokor Kencono motif represents noble character, inner wisdom, and commanding dignity.","dignity, wisdom, authority, noble character",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo44.jpg,sidomulyo,sidomulyo,0.9774129986763,"In Javanese Mataram tradition, the Sidomulyo motif represents continuous glory, dignified life, and the mastery of one's inner impulses.","The philosophical meaning of the Sidomulyo motif reflects glory, enduring honour, and the pursuit of a dignified life.","glory, enduring honour, inner mastery, dignified life",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/betawi15.jpg,betawi,betawi,0.9936093091964722,"Traditionally, the Betawi motif symbolizes multicultural openness, communal harmony, and joyful cultural identity.","The philosophical meaning of the Betawi motif reflects multicultural openness, communal harmony, and joyful identity.","multicultural openness, communal harmony, joyful identity, cultural pride",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur28.jpg,sidoluhur,sidoluhur,0.9862523674964905,"In Javanese tradition, the Sidoluhur motif represents the pursuit of virtue, dignified conduct, and the honour of righteous leadership.","In Javanese tradition, the Sidoluhur motif represents the pursuit of virtue, dignified conduct, and the honour of righteous leadership.","noble character, moral elevation, dignity, exemplary conduct",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo1.jpg,sidomulyo,sidomulyo,0.9756301045417786,"In Javanese Mataram tradition, the Sidomulyo motif represents continuous glory, dignified life, and the mastery of one's inner impulses.","Traditionally, the Sidomulyo motif symbolizes glory, enduring honour, and a life of inner mastery.","glory, enduring honour, inner mastery, dignified life",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum137.jpg,tuntrum,truntum,0.9825726747512817,"In Surakarta court tradition, the Truntum motif represents visible grace, the pursuit of virtue, and the strength to maintain dignified conduct.","Traditionally, the Truntum motif symbolizes sincere love, quiet devotion, and the renewal of affection.","sincere love, devotion, renewal of affection, patience",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun134.jpg,wahyu_tumurun,wahyu_tumurun,0.9500629305839539,nan,"In Javanese royal tradition, the Wahyu Tumurun motif represents the descent of divine favour, noble ambition, and spiritual guidance.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 3 Pisang Setandon.jpg,Lamongan,lamongan,0.42715272307395935,"The Lamongan motif was inspired by the beauty of orchids which symbolizes elegance, purity and natural harmony. The elegant floral pattern reflects the grace and charm of nature, creating a harmonious atmosphere that brings warmth and cheerfulness.",About the fertility of Natural Resources,,hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad22.jpg,sekarjagad,sekarjagad,0.9988210797309875,"In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","The philosophical meaning of the Sekarjagad motif reflects the beauty of diversity, universal harmony, and radiant coexistence.","beauty of diversity, universal harmony, radiance, coexistence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan52.jpg,buketan,buketan,0.9477005004882812,"In Pekalongan culture, the Buketan motif represents feminine elegance, inner purity, and blossoming happiness.","Traditionally, the Buketan motif symbolizes joy, beauty, purity, and feminine grace.","joy, beauty, purity, feminine grace, cheerfulness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono56.jpg,bokor_kencono,bokor_kencono,0.9666732549667358,nan,"In Javanese culture, the Bokor Kencono motif represents noble character, inner wisdom, and commanding dignity.","dignity, wisdom, authority, noble character",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun148.jpg,wahyu_tumurun,wahyu_tumurun,0.9902909398078918,nan,"The philosophical meaning of the Wahyu Tumurun motif reflects divine grace, spiritual guidance, and noble aspiration.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang18.jpg,jlamprang,jlamprang,0.7352347373962402,"In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","cosmic balance, spiritual order, sacred connection, divine harmony",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono29.jpg,tribusono,tribusono,0.8532761931419373,"In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","Traditionally, the Tribusono motif symbolizes regeneration, harmony, and the continuity of cultural values.","regeneration, harmony, cultural continuity, ecological awareness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono121.jpg,tribusono,tribusono,0.9611108303070068,"In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","The philosophical meaning of the Tribusono motif reflects regeneration, cultural harmony, and ecological awareness.","regeneration, harmony, cultural continuity, ecological awareness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang111.jpg,jlamprang,jlamprang,0.926979660987854,"In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","The philosophical meaning of the Jlamprang motif reflects cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/betawi60.jpg,betawi,betawi,0.8960914015769958,"Traditionally, the Betawi motif symbolizes multicultural openness, communal harmony, and joyful cultural identity.","Traditionally, the Betawi motif symbolizes multicultural openness, communal harmony, and joyful cultural identity.","multicultural openness, communal harmony, joyful identity, cultural pride",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan29.jpg,buketan,buketan,0.9348241686820984,"In Pekalongan culture, the Buketan motif represents feminine elegance, inner purity, and blossoming happiness.","Traditionally, the Buketan motif symbolizes joy, beauty, purity, and feminine grace.","joy, beauty, purity, feminine grace, cheerfulness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang42.png,jlamprang,jlamprang,0.9045760631561279,"In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","The philosophical meaning of the Jlamprang motif reflects cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad114.jpg,sekarjagad,sekarjagad,0.9968382120132446,"In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","The philosophical meaning of the Sekarjagad motif reflects the beauty of diversity, universal harmony, and radiant coexistence.","beauty of diversity, universal harmony, radiance, coexistence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono55.jpg,tribusono,tribusono,0.9854097366333008,"In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","regeneration, harmony, cultural continuity, ecological awareness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa78.jpg,tujuh_rupa,tujuh_rupa,0.941683292388916,nan,"Traditionally, the Tujuh Rupa motif symbolizes eloquence, adaptability, and peaceful cultural diversity.","eloquence, adaptability, cultural openness, peaceful diversity",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong39.jpg,singa_barong,singa_barong,0.9975981116294861,nan,"Traditionally, the Singa Barong motif symbolizes mythological power, elemental unity, and visionary leadership.","mythological power, elemental unity, visionary leadership, sacred authority",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum63.jpg,tuntrum,truntum,0.9888436794281006,"In Javanese tradition, the Truntum motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","The philosophical meaning of the Truntum motif reflects sincere love, quiet devotion, and renewal of affection through patience.","sincere love, devotion, renewal of affection, patience",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono38.jpg,tribusono,tribusono,0.9717089533805847,"In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","Traditionally, the Tribusono motif symbolizes regeneration, harmony, and the continuity of cultural values.","regeneration, harmony, cultural continuity, ecological awareness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung20.jpg,kawung,kawung,0.9360098242759705,"In Javanese royal culture, the Kawung motif represents moral integrity, inner balance, and the wisdom of knowing one's origins.","The philosophical meaning of the Kawung motif reflects purity of heart, self-mastery, and moral balance in life.","purity of heart, self-mastery, life cycle, moral balance",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa108.jpg,tujuh_rupa,tujuh_rupa,0.9853696823120117,nan,"The philosophical meaning of the Tujuh Rupa motif reflects eloquence, adaptability, and the richness of peaceful cultural exchange.","eloquence, adaptability, cultural openness, peaceful diversity",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti105.jpg,sidomukti,sidomukti,0.9609390497207642,"In Surakarta court tradition, the Sidomukti motif represents prosperity, inner contentment, and the blessing of a flourishing life.","The philosophical meaning of the Sidomukti motif reflects enduring happiness, fulfilment, prosperity, and spiritual wholeness.","enduring happiness, fulfilment, prosperity, spiritual wholeness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong69.jpeg,liong,liong,0.9886561632156372,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","divine power, protection, prosperity, celestial benevolence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Krajan (Truntum Garudeya).jpg,Malang,malang,0.9389978647232056,"The Parang Wing Batik was inspired by the beauty of birds that can fly far with one wing spread. This motif symbolizes freedom, hope and courage in every step of life.",Making batik motifs at the request of the Malang Regency Government (the Garudeya/Garuda motif was patented by the Malang Regency Government in 2023 as the leading icon of Malang Regency),,hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum126.jpg,tuntrum,truntum,0.9290705919265747,"In Surakarta court tradition, the Truntum motif represents royal harmony, inner balance, and the link between humanity and the divine.","The philosophical meaning of the Truntum motif reflects sincere love, quiet devotion, and renewal of affection through patience.","sincere love, devotion, renewal of affection, patience",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono92.jpg,tribusono,tribusono,0.6826299428939819,"Traditionally, the Tribusono motif symbolizes regeneration, harmony, and the continuity of cultural values.","Traditionally, the Tribusono motif symbolizes regeneration, harmony, and the continuity of cultural values.","regeneration, harmony, cultural continuity, ecological awareness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur109.jpg,sidoluhur,sidoluhur,0.9898532032966614,"In Javanese tradition, the Sidoluhur motif represents the pursuit of virtue, dignified conduct, and the honour of righteous leadership.","The philosophical meaning of the Sidoluhur motif reflects noble character, moral elevation, and the aspiration for dignified conduct.","noble character, moral elevation, dignity, exemplary conduct",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono96.jpg,bokor_kencono,bokor_kencono,0.9497347474098206,nan,"Traditionally, the Bokor Kencono motif symbolizes dignity, wisdom, and enduring authority.","dignity, wisdom, authority, noble character",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton108.jpg,srikaton,srikaton,0.9812555909156799,"In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","Traditionally, the Srikaton motif symbolizes divine radiance, natural abundance, and resilient grace.","divine radiance, natural abundance, resilience, visible grace",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo55.jpg,sidomulyo,sidomulyo,0.9591727256774902,"In Javanese Mataram tradition, the Sidomulyo motif represents continuous glory, dignified life, and the mastery of one's inner impulses.","Traditionally, the Sidomulyo motif symbolizes glory, enduring honour, and a life of inner mastery.","glory, enduring honour, inner mastery, dignified life",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan31.jpg,buketan,buketan,0.9513363242149353,"In Pekalongan culture, the Buketan motif represents feminine elegance, inner purity, and blossoming happiness.","Traditionally, the Buketan motif symbolizes joy, beauty, purity, and feminine grace.","joy, beauty, purity, feminine grace, cheerfulness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono118.jpg,bokor_kencono,bokor_kencono,0.9889106750488281,nan,"In Javanese culture, the Bokor Kencono motif represents noble character, inner wisdom, and commanding dignity.","dignity, wisdom, authority, noble character",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat117.jpg,wirasat,wirasat,0.9923821091651917,"In Javanese tradition, the Wirasat motif represents the parental blessing for a new household prosperity, dignity, and answered prayers.","The philosophical meaning of the Wirasat motif reflects the fulfilment of wishes, elevated standing, and life's sufficiency.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang138.jpg,parang,parang,0.9979262351989746,"In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","perseverance, courage, continuity, relentless self-improvement",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan100.jpg,buketan,buketan,0.9803667664527893,"In Pekalongan culture, the Buketan motif represents feminine elegance, inner purity, and blossoming happiness.","Traditionally, the Buketan motif symbolizes joy, beauty, purity, and feminine grace.","joy, beauty, purity, feminine grace, cheerfulness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono142.jpg,tribusono,tribusono,0.9864002466201782,"In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","Traditionally, the Tribusono motif symbolizes regeneration, harmony, and the continuity of cultural values.","regeneration, harmony, cultural continuity, ecological awareness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan36.jpg,buketan,buketan,0.9568232297897339,"In Pekalongan culture, the Buketan motif represents feminine elegance, inner purity, and blossoming happiness.","The philosophical meaning of the Buketan motif reflects joy, natural beauty, purity, and graceful femininity.","joy, beauty, purity, feminine grace, cheerfulness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat125.jpg,wirasat,wirasat,0.9845966696739197,"In Javanese tradition, the Wirasat motif represents the parental blessing for a new household prosperity, dignity, and answered prayers.","Traditionally, the Wirasat motif symbolizes the fulfilment of wholesome wishes, elevated standing, and life's sufficiency.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur113.png,sidoluhur,sidoluhur,0.9947916269302368,"In Javanese tradition, the Sidoluhur motif represents the pursuit of virtue, dignified conduct, and the honour of righteous leadership.","Traditionally, the Sidoluhur motif symbolizes noble character, moral elevation, and dignified exemplary conduct.","noble character, moral elevation, dignity, exemplary conduct",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong45.jpg,liong,liong,0.9857866764068604,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","divine power, protection, prosperity, celestial benevolence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton148.jpg,srikaton,srikaton,0.9751176834106445,"In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","The philosophical meaning of the Srikaton motif reflects divine radiance, natural abundance, and resilience.","divine radiance, natural abundance, resilience, visible grace",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad2.jpg,sekarjagad,sekarjagad,0.9975261092185974,"In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","beauty of diversity, universal harmony, radiance, coexistence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung4.jpg,kawung,kawung,0.9820134043693542,"In Javanese royal culture, the Kawung motif represents moral integrity, inner balance, and the wisdom of knowing one's origins.","In Javanese royal culture, the Kawung motif represents moral integrity, inner balance, and the wisdom of knowing one's origins.","purity of heart, self-mastery, life cycle, moral balance",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong42.jpg,liong,liong,0.9944180250167847,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","The philosophical meaning of the Liong motif reflects divine power, protection, and the blessing of prosperity.","divine power, protection, prosperity, celestial benevolence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti79.jpg,sidomukti,sidomukti,0.8801727890968323,"In Surakarta court tradition, the Sidomukti motif represents prosperity, inner contentment, and the blessing of a flourishing life.","The philosophical meaning of the Sidomukti motif reflects enduring happiness, fulfilment, prosperity, and spiritual wholeness.","enduring happiness, fulfilment, prosperity, spiritual wholeness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung114.jpg,mega_mendung,mega_mendung,0.9854474067687988,nan,"Traditionally, the Mega Mendung motif symbolizes patience, emotional calm, and spiritual serenity.","patience, emotional calm, spiritual serenity, divine protection",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong93.jpg,liong,liong,0.8845195174217224,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","Traditionally, the Liong motif symbolizes divine power, protection, and enduring prosperity.","divine power, protection, prosperity, celestial benevolence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa148.jpg,tujuh_rupa,tujuh_rupa,0.9822524785995483,nan,"Traditionally, the Tujuh Rupa motif symbolizes eloquence, adaptability, and peaceful cultural diversity.","eloquence, adaptability, cultural openness, peaceful diversity",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa29.jpg,tujuh_rupa,tujuh_rupa,0.8439915180206299,nan,"In Pekalongan's coastal tradition, the Tujuh Rupa motif represents openness to the world, graceful adaptability, and harmony across cultures.","eloquence, adaptability, cultural openness, peaceful diversity",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat13.jpg,wirasat,wirasat,0.9941080808639526,"In Javanese tradition, the Wirasat motif represents the parental blessing for a new household prosperity, dignity, and answered prayers.","Traditionally, the Wirasat motif symbolizes the fulfilment of wholesome wishes, elevated standing, and life's sufficiency.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti137.jpg,sidomukti,sidomukti,0.9589251279830933,"In Surakarta court tradition, the Sidomukti motif represents prosperity, inner contentment, and the blessing of a flourishing life.","In Surakarta court tradition, the Sidomukti motif represents prosperity, inner contentment, and the blessing of a flourishing life.","enduring happiness, fulfilment, prosperity, spiritual wholeness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong77.jpg,singa_barong,singa_barong,0.9857573509216309,nan,"The philosophical meaning of the Singa Barong motif reflects mythological power, elemental unity, and visionary leadership.","mythological power, elemental unity, visionary leadership, sacred authority",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad137.jpg,sekarjagad,sekarjagad,0.9969112277030945,"In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","Traditionally, the Sekarjagad motif symbolizes the beauty of diversity, universal harmony, and joyful coexistence.","beauty of diversity, universal harmony, radiance, coexistence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung129.jpg,kawung,kawung,0.7448253631591797,"In Javanese royal culture, the Kawung motif represents moral integrity, inner balance, and the wisdom of knowing one's origins.","Traditionally, the Kawung motif symbolizes purity of heart, self-mastery, and the eternal cycle of human life.","purity of heart, self-mastery, life cycle, moral balance",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo12.jpg,sidomulyo,sidomulyo,0.9910418391227722,"In Javanese Mataram tradition, the Sidomulyo motif represents continuous glory, dignified life, and the mastery of one's inner impulses.","In Javanese Mataram tradition, the Sidomulyo motif represents continuous glory, dignified life, and the mastery of one's inner impulses.","glory, enduring honour, inner mastery, dignified life",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton98.jpg,srikaton,srikaton,0.9889755249023438,"In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","The philosophical meaning of the Srikaton motif reflects divine radiance, natural abundance, and resilience.","divine radiance, natural abundance, resilience, visible grace",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong75.jpeg,liong,liong,0.9939767122268677,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","divine power, protection, prosperity, celestial benevolence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong142.jpg,singa_barong,singa_barong,0.9611738324165344,nan,"Traditionally, the Singa Barong motif symbolizes mythological power, elemental unity, and visionary leadership.","mythological power, elemental unity, visionary leadership, sacred authority",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang135.jpg,jlamprang,jlamprang,0.9845584034919739,"In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","Traditionally, the Jlamprang motif symbolizes cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong123.png,liong,liong,0.9934626817703247,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","divine power, protection, prosperity, celestial benevolence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun51.jpg,wahyu_tumurun,wahyu_tumurun,0.8986977338790894,nan,"In Javanese royal tradition, the Wahyu Tumurun motif represents the descent of divine favour, noble ambition, and spiritual guidance.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono28.jpg,tribusono,tribusono,0.8933484554290771,"In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","regeneration, harmony, cultural continuity, ecological awareness",hard
